N1.HOG0000010	OG0000013	n0			Breviolum_Sid-radians_Avila-Medina_DN415148_c4_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN410490_c2_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN341847_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN413385_c0_g4_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN413385_c0_g3_i5_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN244300_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN244300_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN105137_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN449538_c4_g4_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN243982_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN639529_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN410490_c4_g6_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN417291_c1_g18_i3_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN410490_c4_g4_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN449538_c4_g2_i1_Symbiont
N1.HOG0000011	OG0000014	n1		Cladocopium_Davies_comp299406_c0_seq1_Symbiont, Cladocopium_Davies_comp195137_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN433563_c2_g1_i2_Symbiont
N1.HOG0000012	OG0000014	n5		Cladocopium_Davies_comp212512_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN400819_c1_g1_i1_Symbiont
N1.HOG0000013	OG0000014	n9		Cladocopium_Davies_comp276520_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN319694_c0_g1_i1_Symbiont
N1.HOG0000014	OG0000015	n1		Cladocopium_Davies_comp154289_c0_seq3_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN433742_c1_g3_i1_Symbiont
N1.HOG0000015	OG0000015	n4		Cladocopium_Davies_comp246953_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN243172_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN243172_c0_g2_i1_Symbiont
N1.HOG0000016	OG0000015	n10		Cladocopium_Davies_comp162625_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN461403_c0_g1_i1_Symbiont
N1.HOG0000017	OG0000018	n0			Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g10_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g9_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g13_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g6_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g17_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g3_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g16_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g5_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g4_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g15_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g12_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN392932_c0_g7_i1_Symbiont
N1.HOG0000018	OG0000019	n0			Breviolum_Sid-radians_Avila-Medina_DN711784_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN438464_c2_g7_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN37066_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN113428_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN113428_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN427331_c7_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN427331_c7_g18_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN438464_c2_g6_i8_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN438464_c2_g2_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN438464_c2_g12_i7_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN356544_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN438464_c2_g10_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN342277_c0_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN342277_c0_g1_i3_Symbiont
N1.HOG0000019	OG0000021	n2			Breviolum_Sid-radians_Avila-Medina_DN302876_c0_g1_i1_Symbiont
N1.HOG0000020	OG0000021	n3		Cladocopium_Davies_comp40643_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN370886_c6_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN370886_c1_g1_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN66899_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN227544_c0_g1_i1_Symbiont
N1.HOG0000021	OG0000021	n8		Cladocopium_Davies_comp237348_c0_seq3_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN370886_c2_g1_i1_Symbiont
N1.HOG0000022	OG0000022	n0			Breviolum_Sid-radians_Avila-Medina_DN417394_c1_g3_i5_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN430911_c3_g11_i4_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN437316_c1_g2_i8_Symbiont
N1.HOG0000023	OG0000023	n0			Breviolum_Sid-radians_Avila-Medina_DN326570_c0_g1_i2_Symbiont
N1.HOG0000024	OG0000029	n1			Breviolum_Sid-radians_Avila-Medina_DN860369_c0_g1_i1_Symbiont
N1.HOG0000025	OG0000029	n6		Cladocopium_Davies_comp207985_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN438045_c2_g1_i1_Symbiont
N1.HOG0000026	OG0000029	n7		Cladocopium_Davies_comp31876_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN135576_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN438045_c4_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN856231_c0_g1_i1_Symbiont
N1.HOG0000027	OG0000031	n0			Breviolum_Sid-radians_Avila-Medina_DN454432_c5_g26_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN454432_c5_g4_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN454432_c5_g5_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN399659_c1_g9_i13_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN454432_c5_g8_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN405077_c1_g6_i3_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN454432_c5_g24_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN454432_c5_g25_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN454432_c5_g15_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN405077_c1_g5_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN405077_c1_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN418300_c0_g4_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN399659_c1_g6_i1_Symbiont
N1.HOG0000028	OG0000032	n0			Breviolum_Sid-radians_Avila-Medina_DN257952_c0_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN347181_c0_g3_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN410739_c1_g11_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN451476_c6_g10_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN391637_c0_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN26101_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN257952_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN451476_c6_g6_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN451476_c6_g15_i3_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN451476_c6_g12_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN451476_c6_g14_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN451476_c6_g13_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN451476_c6_g9_i1_Symbiont
N1.HOG0000029	OG0000036	n1			Breviolum_Sid-radians_Avila-Medina_DN393696_c0_g4_i1_Symbiont
N1.HOG0000030	OG0000036	n6		Cladocopium_Davies_comp273962_c0_seq1_Symbiont, Cladocopium_Davies_comp165624_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN841315_c0_g1_i1_Symbiont
N1.HOG0000031	OG0000036	n10			Breviolum_Sid-radians_Avila-Medina_DN393696_c0_g1_i1_Symbiont
N1.HOG0000032	OG0000039	n0			Breviolum_Sid-radians_Avila-Medina_DN555220_c0_g1_i1_Symbiont
N1.HOG0000033	OG0000041	n0		Cladocopium_Davies_comp253433_c2_seq1_Symbiont	
N1.HOG0000034	OG0000044	n1			Breviolum_Sid-radians_Avila-Medina_DN339944_c0_g1_i2_Symbiont
N1.HOG0000035	OG0000044	n3			Breviolum_Sid-radians_Avila-Medina_DN412626_c0_g8_i2_Symbiont
N1.HOG0000036	OG0000044	n8		Cladocopium_Davies_comp192692_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN762331_c0_g1_i1_Symbiont
N1.HOG0000037	OG0000046	n1		Cladocopium_Davies_comp225847_c0_seq3_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN407830_c0_g2_i1_Symbiont
N1.HOG0000038	OG0000046	n3		Cladocopium_Davies_comp244010_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN418619_c0_g1_i1_Symbiont
N1.HOG0000039	OG0000051	n1			Breviolum_Sid-radians_Avila-Medina_DN433934_c0_g11_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN433934_c0_g1_i1_Symbiont
N1.HOG0000040	OG0000051	n7			Breviolum_Sid-radians_Avila-Medina_DN433934_c0_g10_i1_Symbiont
N1.HOG0000041	OG0000052	n0		Cladocopium_Davies_comp55801_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN394695_c1_g6_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN236785_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN435496_c1_g7_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN435496_c1_g16_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN435496_c1_g18_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN435496_c1_g19_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN404760_c0_g3_i3_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN404760_c0_g6_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN435496_c1_g2_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN435496_c1_g10_i1_Symbiont
N1.HOG0000042	OG0000053	n0		Cladocopium_Davies_comp53769_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN384471_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN384471_c0_g11_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN384471_c0_g6_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN384471_c0_g8_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN384471_c0_g10_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN384471_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN384471_c0_g9_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN384471_c0_g4_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN384471_c0_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN384471_c0_g5_i1_Symbiont
N1.HOG0000043	OG0000054	n0			Breviolum_Sid-radians_Avila-Medina_DN240283_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN494620_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN428817_c1_g5_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN443403_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN428817_c1_g4_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN428817_c1_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN428817_c1_g1_i3_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN428817_c1_g2_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN471444_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN460462_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN694979_c0_g1_i1_Symbiont
N1.HOG0000044	OG0000055	n0			Breviolum_Sid-radians_Avila-Medina_DN405512_c9_g3_i5_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN436290_c7_g8_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN236887_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN442213_c5_g20_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN394836_c7_g8_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN394836_c7_g11_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN394836_c7_g22_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN394836_c7_g14_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN416690_c5_g8_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN394836_c7_g5_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN235660_c0_g1_i1_Symbiont
N1.HOG0000045	OG0000056	n0			Breviolum_Sid-radians_Avila-Medina_DN436269_c0_g11_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN400680_c0_g4_i3_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN436269_c0_g10_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN375874_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN345464_c2_g1_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN160550_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN436269_c0_g4_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN436269_c0_g3_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN436269_c0_g8_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN417257_c3_g17_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN436269_c0_g6_i1_Symbiont
N1.HOG0000046	OG0000057	n0			Breviolum_Sid-radians_Avila-Medina_DN415558_c4_g5_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN416401_c2_g2_i8_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN416401_c2_g5_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN415558_c4_g1_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN415558_c4_g8_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN409706_c1_g4_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN415558_c4_g7_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN119178_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN409706_c1_g16_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN409706_c1_g18_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN409706_c1_g17_i1_Symbiont
N1.HOG0000047	OG0000066	n1		Cladocopium_Davies_comp247261_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN438331_c1_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN438331_c1_g1_i1_Symbiont
N1.HOG0000048	OG0000066	n4		Cladocopium_Davies_comp232423_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN398916_c1_g1_i1_Symbiont
N1.HOG0000049	OG0000068	n0		Cladocopium_Davies_comp285348_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN842462_c0_g1_i1_Symbiont
N1.HOG0000050	OG0000070	n1		Cladocopium_Davies_comp229864_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN765386_c0_g1_i1_Symbiont
N1.HOG0000051	OG0000070	n4		Cladocopium_Davies_comp263380_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN452975_c3_g2_i5_Symbiont
N1.HOG0000052	OG0000070	n7		Cladocopium_Davies_comp180396_c0_seq1_Symbiont	
N1.HOG0000053	OG0000071	n1		Cladocopium_Davies_comp271381_c0_seq1_Symbiont, Cladocopium_Davies_comp303641_c0_seq1_Symbiont, Cladocopium_Davies_comp313704_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN255330_c0_g2_i1_Symbiont
N1.HOG0000054	OG0000071	n7			Breviolum_Sid-radians_Avila-Medina_DN37836_c0_g1_i1_Symbiont
N1.HOG0000055	OG0000072	n1			Breviolum_Sid-radians_Avila-Medina_DN274061_c0_g2_i1_Symbiont
N1.HOG0000056	OG0000072	n2		Cladocopium_Davies_comp70006_c0_seq1_Symbiont, Cladocopium_Davies_comp299873_c0_seq1_Symbiont, Cladocopium_Davies_comp310181_c0_seq1_Symbiont, Cladocopium_Davies_comp160766_c0_seq3_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN413455_c1_g1_i4_Symbiont
N1.HOG0000057	OG0000073	n1			Breviolum_Sid-radians_Avila-Medina_DN376881_c3_g5_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN376881_c3_g6_i1_Symbiont
N1.HOG0000058	OG0000073	n5		Cladocopium_Davies_comp294730_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN376881_c3_g7_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN376881_c3_g2_i1_Symbiont
N1.HOG0000059	OG0000073	n7		Cladocopium_Davies_comp117427_c0_seq1_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN376881_c3_g8_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN361565_c0_g3_i4_Symbiont
N1.HOG0000060	OG0000074	n1		Cladocopium_Davies_comp128519_c0_seq2_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN353672_c0_g1_i5_Symbiont
N1.HOG0000061	OG0000074	n2		Cladocopium_Davies_comp232484_c0_seq9_Symbiont	Breviolum_Sid-radians_Avila-Medina_DN413704_c4_g11_i5_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN413704_c4_g15_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN413704_c4_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN413704_c4_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN413704_c4_g13_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN413704_c4_g6_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN413704_c4_g10_i1_Symbiont
N1.HOG0000062	OG0000075	n0			Breviolum_Sid-radians_Avila-Medina_DN403188_c9_g11_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN534000_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN403188_c8_g4_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN448701_c10_g11_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN403188_c9_g9_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN403188_c9_g10_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN448701_c10_g26_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN448701_c10_g23_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN448701_c10_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN432445_c3_g2_i1_Symbiont
N1.HOG0000063	OG0000076	n0			Breviolum_Sid-radians_Avila-Medina_DN84769_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN767234_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN442358_c1_g2_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN442358_c1_g5_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN539554_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN1356_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN409488_c0_g4_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN480172_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN442358_c1_g4_i11_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN409488_c0_g9_i1_Symbiont
N1.HOG0000064	OG0000077	n0			Breviolum_Sid-radians_Avila-Medina_DN323821_c0_g2_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN404681_c0_g4_i3_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN407355_c1_g2_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN425018_c3_g5_i5_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN425018_c3_g12_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN425018_c3_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN376297_c0_g12_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN452660_c4_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN404681_c0_g5_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN452660_c4_g8_i10_Symbiont
N1.HOG0000065	OG0000078	n0			Breviolum_Sid-radians_Avila-Medina_DN431224_c5_g13_i5_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN431224_c5_g16_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN431224_c5_g8_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN431224_c5_g7_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN431224_c5_g12_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN431224_c5_g17_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN420015_c0_g2_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN420015_c0_g4_i5_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN431224_c5_g14_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN243280_c0_g1_i1_Symbiont
N1.HOG0000066	OG0000079	n0			Breviolum_Sid-radians_Avila-Medina_DN711826_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN282386_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN302274_c0_g1_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN414642_c0_g6_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN414642_c0_g11_i7_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN414642_c0_g1_i5_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN414642_c0_g21_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN414642_c0_g10_i11_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN414642_c0_g2_i4_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN431608_c2_g4_i1_Symbiont
N1.HOG0000067	OG0000080	n0			Breviolum_Sid-radians_Avila-Medina_DN424959_c0_g4_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN441856_c0_g2_i3_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN441856_c0_g3_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN424959_c0_g3_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN844041_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN636142_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN609103_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN404191_c0_g1_i2_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN340884_c0_g2_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN340884_c0_g1_i1_Symbiont
N1.HOG0000068	OG0000084	n1			Breviolum_Sid-radians_Avila-Medina_DN428256_c0_g7_i2_Symbiont
