"","isotig","gene","orthogroup","gene_Sid"
"17","isotig00725_Ppor","isogroup00204_Ppor","N0.HOG0001788","Siderastrea_Mexico_Barshis-Radice_Host_contig04711"
"18","isotig00823_Ppor","isogroup00240_Ppor","N0.HOG0002790","Siderastrea_Mexico_Barshis-Radice_Host_contig03429"
"19","isotig00850_Ppor","isogroup00253_Ppor","N0.HOG0001924","Siderastrea_Mexico_Barshis-Radice_Host_contig00693"
"20","isotig00851_Ppor","isogroup00254_Ppor","N0.HOG0003440","Siderastrea_Mexico_Barshis-Radice_Host_contig18137"
"21","isotig00865_Ppor","isogroup00261_Ppor","N0.HOG0001799","Siderastrea_Mexico_Barshis-Radice_Host_contig00481"
"22","isotig00883_Ppor","isogroup00270_Ppor","N0.HOG0001795","Siderastrea_Mexico_Barshis-Radice_Host_contig07598"
"23","isotig00901_Ppor","isogroup00279_Ppor","N0.HOG0000526","Siderastrea_Mexico_Barshis-Radice_Host_contig07829"
"24","isotig00947_Ppor","isogroup00302_Ppor","N0.HOG0003587","Siderastrea_Mexico_Barshis-Radice_Host_contig08991"
"25","isotig00989_Ppor","isogroup00324_Ppor","N0.HOG0002756","Siderastrea_Mexico_Barshis-Radice_Host_contig14892"
"26","isotig01014_Ppor","isogroup00340_Ppor","N0.HOG0002981","Siderastrea_Mexico_Barshis-Radice_Host_contig00518"
"27","isotig01016_Ppor","isogroup00341_Ppor","N0.HOG0000023","Siderastrea_Mexico_Barshis-Radice_Host_contig05917"
"28","isotig01028_Ppor","isogroup00347_Ppor","N0.HOG0003072","Siderastrea_Mexico_Barshis-Radice_Host_contig08449"
"29","isotig01032_Ppor","isogroup00349_Ppor","N0.HOG0003259","Siderastrea_Mexico_Barshis-Radice_Host_contig11416"
"30","isotig01034_Ppor","isogroup00350_Ppor","N0.HOG0003414","Siderastrea_Mexico_Barshis-Radice_Host_contig14477"
"31","isotig01040_Ppor","isogroup00353_Ppor","N0.HOG0001753","Siderastrea_Mexico_Barshis-Radice_Host_contig18002"
"32","isotig01044_Ppor","isogroup00355_Ppor","N0.HOG0002960","Siderastrea_Mexico_Barshis-Radice_Host_contig06962"
"33","isotig01054_Ppor","isogroup00360_Ppor","N0.HOG0002893","Siderastrea_Mexico_Barshis-Radice_Host_contig15323"
"34","isotig01056_Ppor","isogroup00361_Ppor","N0.HOG0003491","Siderastrea_Mexico_Barshis-Radice_Host_contig07038"
"35","isotig01058_Ppor","isogroup00362_Ppor","N0.HOG0002360","Siderastrea_Mexico_Barshis-Radice_Host_contig16769"
"36","isotig01066_Ppor","isogroup00366_Ppor","N0.HOG0003401","Siderastrea_Mexico_Barshis-Radice_Host_contig04819"
"37","isotig01072_Ppor","isogroup00369_Ppor","N0.HOG0000087","Siderastrea_Mexico_Barshis-Radice_Host_contig13035"
"38","isotig01088_Ppor","isogroup00377_Ppor","N0.HOG0002216","Siderastrea_Mexico_Barshis-Radice_Host_contig12264"
"39","isotig01093_Ppor","isogroup00379_Ppor","N0.HOG0001876","Siderastrea_Mexico_Barshis-Radice_Host_contig17430"
"40","isotig01094_Ppor","isogroup00380_Ppor","N0.HOG0002042","Siderastrea_Mexico_Barshis-Radice_Host_contig08146"
"41","isotig01102_Ppor","isogroup00384_Ppor","N0.HOG0001632","Siderastrea_Mexico_Barshis-Radice_Host_contig05150"
"42","isotig01118_Ppor","isogroup00392_Ppor","N0.HOG0002829","Siderastrea_Mexico_Barshis-Radice_Host_contig04745"
"43","isotig01120_Ppor","isogroup00393_Ppor","N0.HOG0002280","Siderastrea_Mexico_Barshis-Radice_Host_contig12807"
"44","isotig01146_Ppor","isogroup00406_Ppor","N0.HOG0003499","Siderastrea_Mexico_Barshis-Radice_Host_contig11243"
"45","isotig01166_Ppor","isogroup00416_Ppor","N0.HOG0003263","Siderastrea_Mexico_Barshis-Radice_Host_contig06865"
"46","isotig01176_Ppor","isogroup00421_Ppor","N0.HOG0002930","Siderastrea_Mexico_Barshis-Radice_Host_contig18039"
"47","isotig01180_Ppor","isogroup00423_Ppor","N0.HOG0000292","Siderastrea_Mexico_Barshis-Radice_Host_contig00068"
"48","isotig01190_Ppor","isogroup00428_Ppor","N0.HOG0003133","Siderastrea_Mexico_Barshis-Radice_Host_contig10083"
"49","isotig01196_Ppor","isogroup00431_Ppor","N0.HOG0003510","Siderastrea_Mexico_Barshis-Radice_Host_contig08033"
"50","isotig01210_Ppor","isogroup00438_Ppor","N0.HOG0001602","Siderastrea_Mexico_Barshis-Radice_Host_contig17825"
"51","isotig01214_Ppor","isogroup00440_Ppor","N0.HOG0001999","Siderastrea_Mexico_Barshis-Radice_Host_contig05405"
"52","isotig01254_Ppor","isogroup00460_Ppor","N0.HOG0002596","Siderastrea_Mexico_Barshis-Radice_Host_contig10094"
"53","isotig01258_Ppor","isogroup00462_Ppor","N0.HOG0003309","Siderastrea_Mexico_Barshis-Radice_Host_contig04369"
"54","isotig01304_Ppor","isogroup00485_Ppor","N0.HOG0002525","Siderastrea_Mexico_Barshis-Radice_Host_contig16237"
"55","isotig01368_Ppor","isogroup00517_Ppor","N0.HOG0002590","Siderastrea_Mexico_Barshis-Radice_Host_contig10506"
"56","isotig01372_Ppor","isogroup00519_Ppor","N0.HOG0003191","Siderastrea_Mexico_Barshis-Radice_Host_contig15267"
"57","isotig01380_Ppor","isogroup00523_Ppor","N0.HOG0003420","Siderastrea_Mexico_Barshis-Radice_Host_contig11196"
"58","isotig01428_Ppor","isogroup00547_Ppor","N0.HOG0001937","Siderastrea_Mexico_Barshis-Radice_Host_contig10844"
"59","isotig01470_Ppor","isogroup00568_Ppor","N0.HOG0002517","Siderastrea_Mexico_Barshis-Radice_Host_contig09299"
"60","isotig01472_Ppor","isogroup00569_Ppor","N0.HOG0003591","Siderastrea_Mexico_Barshis-Radice_Host_contig12327"
"61","isotig01490_Ppor","isogroup00578_Ppor","N0.HOG0003339","Siderastrea_Mexico_Barshis-Radice_Host_contig00713"
"62","isotig01514_Ppor","isogroup00590_Ppor","N0.HOG0001487","Siderastrea_Mexico_Barshis-Radice_Host_contig16388"
"63","isotig01532_Ppor","isogroup00599_Ppor","N0.HOG0002936","Siderastrea_Mexico_Barshis-Radice_Host_contig09494"
"64","isotig01534_Ppor","isogroup00600_Ppor","N0.HOG0000326","Siderastrea_Mexico_Barshis-Radice_Host_contig14908"
"65","isotig01540_Ppor","isogroup00603_Ppor","N0.HOG0003422","Siderastrea_Mexico_Barshis-Radice_Host_contig00789"
"66","isotig01564_Ppor","isogroup00615_Ppor","N0.HOG0002622","Siderastrea_Mexico_Barshis-Radice_Host_contig17994"
"67","isotig01594_Ppor","isogroup00630_Ppor","N0.HOG0002428","Siderastrea_Mexico_Barshis-Radice_Host_contig04983"
"68","isotig01598_Ppor","isogroup00632_Ppor","N0.HOG0003167","Siderastrea_Mexico_Barshis-Radice_Host_contig05411"
"69","isotig01612_Ppor","isogroup00639_Ppor","N0.HOG0003136","Siderastrea_Mexico_Barshis-Radice_Host_contig13753"
"70","isotig01618_Ppor","isogroup00642_Ppor","N0.HOG0003336","Siderastrea_Mexico_Barshis-Radice_Host_contig11400"
"71","isotig01626_Ppor","isogroup00646_Ppor","N0.HOG0002744","Siderastrea_Mexico_Barshis-Radice_Host_contig18892"
"72","isotig01656_Ppor","isogroup00661_Ppor","N0.HOG0001847","Siderastrea_Mexico_Barshis-Radice_Host_contig08819"
"73","isotig01686_Ppor","isogroup00676_Ppor","N0.HOG0001508","Siderastrea_Mexico_Barshis-Radice_Host_contig03183"
"74","isotig01690_Ppor","isogroup00678_Ppor","N0.HOG0002690","Siderastrea_Mexico_Barshis-Radice_Host_contig05627"
"75","isotig01692_Ppor","isogroup00679_Ppor","N0.HOG0001741","Siderastrea_Mexico_Barshis-Radice_Host_contig16569"
"76","isotig01710_Ppor","isogroup00688_Ppor","N0.HOG0001404","Siderastrea_Mexico_Barshis-Radice_Host_contig03211"
"77","isotig01722_Ppor","isogroup00694_Ppor","N0.HOG0002440","Siderastrea_Mexico_Barshis-Radice_Host_contig08726"
"78","isotig01730_Ppor","isogroup00698_Ppor","N0.HOG0003360","Siderastrea_Mexico_Barshis-Radice_Host_contig08598"
"79","isotig01742_Ppor","isogroup00704_Ppor","N0.HOG0003315","Siderastrea_Mexico_Barshis-Radice_Host_contig08508"
"80","isotig01746_Ppor","isogroup00706_Ppor","N0.HOG0001580","Siderastrea_Mexico_Barshis-Radice_Host_contig18598"
"81","isotig01750_Ppor","isogroup00708_Ppor","N0.HOG0003246","Siderastrea_Mexico_Barshis-Radice_Host_contig10383"
"82","isotig01820_Ppor","isogroup00743_Ppor","N0.HOG0000603","Siderastrea_Mexico_Barshis-Radice_Host_contig03980"
"83","isotig01952_Ppor","isogroup00809_Ppor","N0.HOG0002252","Siderastrea_Mexico_Barshis-Radice_Host_contig18602"
"84","isotig02030_Ppor","isogroup00848_Ppor","N0.HOG0000554","Siderastrea_Mexico_Barshis-Radice_Host_contig07148"
"85","isotig02060_Ppor","isogroup00863_Ppor","N0.HOG0002105","Siderastrea_Mexico_Barshis-Radice_Host_contig06309"
"86","isotig02228_Ppor","isogroup00947_Ppor","N0.HOG0000580","Siderastrea_Mexico_Barshis-Radice_Host_contig06345"
"87","isotig02264_Ppor","isogroup00965_Ppor","N0.HOG0003399","Siderastrea_Mexico_Barshis-Radice_Host_contig04810"
"88","isotig02268_Ppor","isogroup00967_Ppor","N0.HOG0002299","Siderastrea_Mexico_Barshis-Radice_Host_contig06280"
"89","isotig02276_Ppor","isogroup00971_Ppor","N0.HOG0002078","Siderastrea_Mexico_Barshis-Radice_Host_contig01520"
"90","isotig02286_Ppor","isogroup00976_Ppor","N0.HOG0002601","Siderastrea_Mexico_Barshis-Radice_Host_contig01978"
"91","isotig02298_Ppor","isogroup00982_Ppor","N0.HOG0003137","Siderastrea_Mexico_Barshis-Radice_Host_contig13754"
"92","isotig02306_Ppor","isogroup00986_Ppor","N0.HOG0001923","Siderastrea_Mexico_Barshis-Radice_Host_contig01930"
"93","isotig02316_Ppor","isogroup00991_Ppor","N0.HOG0003558","Siderastrea_Mexico_Barshis-Radice_Host_contig04451"
"94","isotig02382_Ppor","isogroup01024_Ppor","N0.HOG0003076","Siderastrea_Mexico_Barshis-Radice_Host_contig18699"
"95","isotig02394_Ppor","isogroup01030_Ppor","N0.HOG0001739","Siderastrea_Mexico_Barshis-Radice_Host_contig16566"
"96","isotig02438_Ppor","isogroup01052_Ppor","N0.HOG0003240","Siderastrea_Mexico_Barshis-Radice_Host_contig09929"
"97","isotig02470_Ppor","isogroup01068_Ppor","N0.HOG0002929","Siderastrea_Mexico_Barshis-Radice_Host_contig17217"
"98","isotig02482_Ppor","isogroup01074_Ppor","N0.HOG0003067","Siderastrea_Mexico_Barshis-Radice_Host_contig08112"
"99","isotig02564_Ppor","isogroup01115_Ppor","N0.HOG0002056","Siderastrea_Mexico_Barshis-Radice_Host_contig17475"
"100","isotig02570_Ppor","isogroup01118_Ppor","N0.HOG0001585","Siderastrea_Mexico_Barshis-Radice_Host_contig02810"
"101","isotig02606_Ppor","isogroup01136_Ppor","N0.HOG0002320","Siderastrea_Mexico_Barshis-Radice_Host_contig03647"
"102","isotig02730_Ppor","isogroup01198_Ppor","N0.HOG0003287","Siderastrea_Mexico_Barshis-Radice_Host_contig16282"
"103","isotig02738_Ppor","isogroup01202_Ppor","N0.HOG0003594","Siderastrea_Mexico_Barshis-Radice_Host_contig11866"
"104","isotig02750_Ppor","isogroup01208_Ppor","N0.HOG0003599","Siderastrea_Mexico_Barshis-Radice_Host_contig18236"
"105","isotig02755_Ppor","isogroup01210_Ppor","N0.HOG0001729","Siderastrea_Mexico_Barshis-Radice_Host_contig11755"
"106","isotig02850_Ppor","isogroup01258_Ppor","N0.HOG0002924","Siderastrea_Mexico_Barshis-Radice_Host_contig05823"
"107","isotig02905_Ppor","isogroup01285_Ppor","N0.HOG0003071","Siderastrea_Mexico_Barshis-Radice_Host_contig00740"
"108","isotig03068_Ppor","isogroup01367_Ppor","N0.HOG0003446","Siderastrea_Mexico_Barshis-Radice_Host_contig16005"
"109","isotig03070_Ppor","isogroup01368_Ppor","N0.HOG0002523","Siderastrea_Mexico_Barshis-Radice_Host_contig05290"
"110","isotig03078_Ppor","isogroup01372_Ppor","N0.HOG0002812","Siderastrea_Mexico_Barshis-Radice_Host_contig12537"
"111","isotig03096_Ppor","isogroup01381_Ppor","N0.HOG0000061","Siderastrea_Mexico_Barshis-Radice_Host_contig03877"
"112","isotig03132_Ppor","isogroup01399_Ppor","N0.HOG0002835","Siderastrea_Mexico_Barshis-Radice_Host_contig08435"
"113","isotig03134_Ppor","isogroup01402_Ppor","N0.HOG0003627","Siderastrea_Mexico_Barshis-Radice_Host_contig12561"
"114","isotig03135_Ppor","isogroup01403_Ppor","N0.HOG0001965","Siderastrea_Mexico_Barshis-Radice_Host_contig18040"
"115","isotig03153_Ppor","isogroup01421_Ppor","N0.HOG0003555","Siderastrea_Mexico_Barshis-Radice_Host_contig04050"
"116","isotig03154_Ppor","isogroup01422_Ppor","N0.HOG0003421","Siderastrea_Mexico_Barshis-Radice_Host_contig08079"
"117","isotig03158_Ppor","isogroup01426_Ppor","N0.HOG0001822","Siderastrea_Mexico_Barshis-Radice_Host_contig01634"
"118","isotig03162_Ppor","isogroup01430_Ppor","N0.HOG0003464","Siderastrea_Mexico_Barshis-Radice_Host_contig07285"
"119","isotig03167_Ppor","isogroup01435_Ppor","N0.HOG0002524","Siderastrea_Mexico_Barshis-Radice_Host_contig00820"
"120","isotig03171_Ppor","isogroup01439_Ppor","N0.HOG0001495","Siderastrea_Mexico_Barshis-Radice_Host_contig13232"
"121","isotig03172_Ppor","isogroup01440_Ppor","N0.HOG0002980","Siderastrea_Mexico_Barshis-Radice_Host_contig10478"
"122","isotig03173_Ppor","isogroup01441_Ppor","N0.HOG0002602","Siderastrea_Mexico_Barshis-Radice_Host_contig12197"
"123","isotig03174_Ppor","isogroup01442_Ppor","N0.HOG0003330","Siderastrea_Mexico_Barshis-Radice_Host_contig12272"
"124","isotig03175_Ppor","isogroup01443_Ppor","N0.HOG0002530","Siderastrea_Mexico_Barshis-Radice_Host_contig02077"
"125","isotig03179_Ppor","isogroup01447_Ppor","N0.HOG0001973","Siderastrea_Mexico_Barshis-Radice_Host_contig11925"
"126","isotig03183_Ppor","isogroup01451_Ppor","N0.HOG0002604","Siderastrea_Mexico_Barshis-Radice_Host_contig17321"
"127","isotig03185_Ppor","isogroup01453_Ppor","N0.HOG0002337","Siderastrea_Mexico_Barshis-Radice_Host_contig04549"
"128","isotig03195_Ppor","isogroup01463_Ppor","N0.HOG0002014","Siderastrea_Mexico_Barshis-Radice_Host_contig00941"
"129","isotig03199_Ppor","isogroup01467_Ppor","N0.HOG0002145","Siderastrea_Mexico_Barshis-Radice_Host_contig01054"
"130","isotig03201_Ppor","isogroup01469_Ppor","N0.HOG0002535","Siderastrea_Mexico_Barshis-Radice_Host_contig02873"
"131","isotig03202_Ppor","isogroup01470_Ppor","N0.HOG0003423","Siderastrea_Mexico_Barshis-Radice_Host_contig17178"
"132","isotig03203_Ppor","isogroup01471_Ppor","N0.HOG0000674","Siderastrea_Mexico_Barshis-Radice_Host_contig10430"
"133","isotig03217_Ppor","isogroup01485_Ppor","N0.HOG0003317","Siderastrea_Mexico_Barshis-Radice_Host_contig00623"
"134","isotig03221_Ppor","isogroup01489_Ppor","N0.HOG0002769","Siderastrea_Mexico_Barshis-Radice_Host_contig08415"
"135","isotig03223_Ppor","isogroup01491_Ppor","N0.HOG0000046","Siderastrea_Mexico_Barshis-Radice_Host_contig18894"
"136","isotig03227_Ppor","isogroup01495_Ppor","N0.HOG0003081","Siderastrea_Mexico_Barshis-Radice_Host_contig19144"
"137","isotig03233_Ppor","isogroup01501_Ppor","N0.HOG0003611","Siderastrea_Mexico_Barshis-Radice_Host_contig10883"
"138","isotig03241_Ppor","isogroup01509_Ppor","N0.HOG0001867","Siderastrea_Mexico_Barshis-Radice_Host_contig07873"
"139","isotig03243_Ppor","isogroup01511_Ppor","N0.HOG0002852","Siderastrea_Mexico_Barshis-Radice_Host_contig16518"
"140","isotig03244_Ppor","isogroup01512_Ppor","N0.HOG0003557","Siderastrea_Mexico_Barshis-Radice_Host_contig00218"
"141","isotig03247_Ppor","isogroup01515_Ppor","N0.HOG0003454","Siderastrea_Mexico_Barshis-Radice_Host_contig01536"
"142","isotig03248_Ppor","isogroup01516_Ppor","N0.HOG0001502","Siderastrea_Mexico_Barshis-Radice_Host_contig14869"
"143","isotig03250_Ppor","isogroup01518_Ppor","N0.HOG0003162","Siderastrea_Mexico_Barshis-Radice_Host_contig10185"
"144","isotig03254_Ppor","isogroup01522_Ppor","N0.HOG0002115","Siderastrea_Mexico_Barshis-Radice_Host_contig11428"
"145","isotig03256_Ppor","isogroup01524_Ppor","N0.HOG0003150","Siderastrea_Mexico_Barshis-Radice_Host_contig16629"
"146","isotig03263_Ppor","isogroup01531_Ppor","N0.HOG0001910","Siderastrea_Mexico_Barshis-Radice_Host_contig05649"
"147","isotig03269_Ppor","isogroup01537_Ppor","N0.HOG0003266","Siderastrea_Mexico_Barshis-Radice_Host_contig02376"
"148","isotig03273_Ppor","isogroup01541_Ppor","N0.HOG0003250","Siderastrea_Mexico_Barshis-Radice_Host_contig14531"
"149","isotig03276_Ppor","isogroup01544_Ppor","N0.HOG0003194","Siderastrea_Mexico_Barshis-Radice_Host_contig06809"
"150","isotig03278_Ppor","isogroup01546_Ppor","N0.HOG0002706","Siderastrea_Mexico_Barshis-Radice_Host_contig11720"
"151","isotig03289_Ppor","isogroup01557_Ppor","N0.HOG0002868","Siderastrea_Mexico_Barshis-Radice_Host_contig06611"
"152","isotig03291_Ppor","isogroup01559_Ppor","N0.HOG0001575","Siderastrea_Mexico_Barshis-Radice_Host_contig02706"
"153","isotig03294_Ppor","isogroup01562_Ppor","N0.HOG0000052","Siderastrea_Mexico_Barshis-Radice_Host_contig09480"
"154","isotig03295_Ppor","isogroup01563_Ppor","N0.HOG0003368","Siderastrea_Mexico_Barshis-Radice_Host_contig10912"
"155","isotig03300_Ppor","isogroup01568_Ppor","N0.HOG0002341","Siderastrea_Mexico_Barshis-Radice_Host_contig02289"
"156","isotig03309_Ppor","isogroup01577_Ppor","N0.HOG0003204","Siderastrea_Mexico_Barshis-Radice_Host_contig13188"
"157","isotig03315_Ppor","isogroup01583_Ppor","N0.HOG0001590","Siderastrea_Mexico_Barshis-Radice_Host_contig12291"
"158","isotig03320_Ppor","isogroup01588_Ppor","N0.HOG0002135","Siderastrea_Mexico_Barshis-Radice_Host_contig14447"
"159","isotig03324_Ppor","isogroup01592_Ppor","N0.HOG0002878","Siderastrea_Mexico_Barshis-Radice_Host_contig01494"
"160","isotig03326_Ppor","isogroup01594_Ppor","N0.HOG0001949","Siderastrea_Mexico_Barshis-Radice_Host_contig06836"
"161","isotig03328_Ppor","isogroup01596_Ppor","N0.HOG0001850","Siderastrea_Mexico_Barshis-Radice_Host_contig05853"
"162","isotig03334_Ppor","isogroup01602_Ppor","N0.HOG0002327","Siderastrea_Mexico_Barshis-Radice_Host_contig09955"
"163","isotig03337_Ppor","isogroup01605_Ppor","N0.HOG0001794","Siderastrea_Mexico_Barshis-Radice_Host_contig07594"
"164","isotig03350_Ppor","isogroup01618_Ppor","N0.HOG0000520","Siderastrea_Mexico_Barshis-Radice_Host_contig05965"
"165","isotig03351_Ppor","isogroup01619_Ppor","N0.HOG0002416","Siderastrea_Mexico_Barshis-Radice_Host_contig04942"
"166","isotig03355_Ppor","isogroup01623_Ppor","N0.HOG0002739","Siderastrea_Mexico_Barshis-Radice_Host_contig09339"
"167","isotig03356_Ppor","isogroup01624_Ppor","N0.HOG0002870","Siderastrea_Mexico_Barshis-Radice_Host_contig08631"
"168","isotig03364_Ppor","isogroup01632_Ppor","N0.HOG0002793","Siderastrea_Mexico_Barshis-Radice_Host_contig09616"
"169","isotig03370_Ppor","isogroup01638_Ppor","N0.HOG0002978","Siderastrea_Mexico_Barshis-Radice_Host_contig18269"
"170","isotig03371_Ppor","isogroup01639_Ppor","N0.HOG0003294","Siderastrea_Mexico_Barshis-Radice_Host_contig10977"
"171","isotig03374_Ppor","isogroup01642_Ppor","N0.HOG0002636","Siderastrea_Mexico_Barshis-Radice_Host_contig06754"
"172","isotig03382_Ppor","isogroup01650_Ppor","N0.HOG0002197","Siderastrea_Mexico_Barshis-Radice_Host_contig15478"
"173","isotig03385_Ppor","isogroup01653_Ppor","N0.HOG0001841","Siderastrea_Mexico_Barshis-Radice_Host_contig16544"
"174","isotig03388_Ppor","isogroup01656_Ppor","N0.HOG0002827","Siderastrea_Mexico_Barshis-Radice_Host_contig01320"
"175","isotig03392_Ppor","isogroup01660_Ppor","N0.HOG0001693","Siderastrea_Mexico_Barshis-Radice_Host_contig17351"
"176","isotig03400_Ppor","isogroup01668_Ppor","N0.HOG0003554","Siderastrea_Mexico_Barshis-Radice_Host_contig04052"
"177","isotig03406_Ppor","isogroup01674_Ppor","N0.HOG0003306","Siderastrea_Mexico_Barshis-Radice_Host_contig14792"
"178","isotig03413_Ppor","isogroup01681_Ppor","N0.HOG0002918","Siderastrea_Mexico_Barshis-Radice_Host_contig07396"
"179","isotig03416_Ppor","isogroup01684_Ppor","N0.HOG0003296","Siderastrea_Mexico_Barshis-Radice_Host_contig13976"
"180","isotig03419_Ppor","isogroup01687_Ppor","N0.HOG0002088","Siderastrea_Mexico_Barshis-Radice_Host_contig05687"
"181","isotig03434_Ppor","isogroup01702_Ppor","N0.HOG0003547","Siderastrea_Mexico_Barshis-Radice_Host_contig03853"
"182","isotig03441_Ppor","isogroup01709_Ppor","N0.HOG0002733","Siderastrea_Mexico_Barshis-Radice_Host_contig13810"
"183","isotig03447_Ppor","isogroup01715_Ppor","N0.HOG0003044","Siderastrea_Mexico_Barshis-Radice_Host_contig12328"
"184","isotig03448_Ppor","isogroup01716_Ppor","N0.HOG0000636","Siderastrea_Mexico_Barshis-Radice_Host_contig04784"
"185","isotig03449_Ppor","isogroup01717_Ppor","N0.HOG0000685","Siderastrea_Mexico_Barshis-Radice_Host_contig14234"
"186","isotig03452_Ppor","isogroup01720_Ppor","N0.HOG0003318","Siderastrea_Mexico_Barshis-Radice_Host_contig06292"
"187","isotig03454_Ppor","isogroup01722_Ppor","N0.HOG0001409","Siderastrea_Mexico_Barshis-Radice_Host_contig04249"
"188","isotig03457_Ppor","isogroup01725_Ppor","N0.HOG0001629","Siderastrea_Mexico_Barshis-Radice_Host_contig18254"
"189","isotig03465_Ppor","isogroup01733_Ppor","N0.HOG0003046","Siderastrea_Mexico_Barshis-Radice_Host_contig03933"
"190","isotig03466_Ppor","isogroup01734_Ppor","N0.HOG0003574","Siderastrea_Mexico_Barshis-Radice_Host_contig11668"
"191","isotig03482_Ppor","isogroup01750_Ppor","N0.HOG0003622","Siderastrea_Mexico_Barshis-Radice_Host_contig18088"
"192","isotig03483_Ppor","isogroup01751_Ppor","N0.HOG0003004","Siderastrea_Mexico_Barshis-Radice_Host_contig08644"
"193","isotig03488_Ppor","isogroup01756_Ppor","N0.HOG0002244","Siderastrea_Mexico_Barshis-Radice_Host_contig09050"
"194","isotig03494_Ppor","isogroup01762_Ppor","N0.HOG0002579","Siderastrea_Mexico_Barshis-Radice_Host_contig09949"
"195","isotig03504_Ppor","isogroup01772_Ppor","N0.HOG0003571","Siderastrea_Mexico_Barshis-Radice_Host_contig15666"
"196","isotig03506_Ppor","isogroup01774_Ppor","N0.HOG0001492","Siderastrea_Mexico_Barshis-Radice_Host_contig06007"
"197","isotig03508_Ppor","isogroup01776_Ppor","N0.HOG0003214","Siderastrea_Mexico_Barshis-Radice_Host_contig15377"
"198","isotig03509_Ppor","isogroup01777_Ppor","N0.HOG0001530","Siderastrea_Mexico_Barshis-Radice_Host_contig00520"
"199","isotig03511_Ppor","isogroup01779_Ppor","N0.HOG0003092","Siderastrea_Mexico_Barshis-Radice_Host_contig01080"
"200","isotig03513_Ppor","isogroup01781_Ppor","N0.HOG0002097","Siderastrea_Mexico_Barshis-Radice_Host_contig14097"
"201","isotig03515_Ppor","isogroup01783_Ppor","N0.HOG0003518","Siderastrea_Mexico_Barshis-Radice_Host_contig19046"
"202","isotig03527_Ppor","isogroup01795_Ppor","N0.HOG0002024","Siderastrea_Mexico_Barshis-Radice_Host_contig06570"
"203","isotig03531_Ppor","isogroup01799_Ppor","N0.HOG0003386","Siderastrea_Mexico_Barshis-Radice_Host_contig13690"
"204","isotig03541_Ppor","isogroup01809_Ppor","N0.HOG0003145","Siderastrea_Mexico_Barshis-Radice_Host_contig12488"
"205","isotig03543_Ppor","isogroup01811_Ppor","N0.HOG0003088","Siderastrea_Mexico_Barshis-Radice_Host_contig16303"
"206","isotig03544_Ppor","isogroup01812_Ppor","N0.HOG0002722","Siderastrea_Mexico_Barshis-Radice_Host_contig16806"
"207","isotig03545_Ppor","isogroup01813_Ppor","N0.HOG0002937","Siderastrea_Mexico_Barshis-Radice_Host_contig06424"
"208","isotig03572_Ppor","isogroup01840_Ppor","N0.HOG0002615","Siderastrea_Mexico_Barshis-Radice_Host_contig11299"
"209","isotig03578_Ppor","isogroup01846_Ppor","N0.HOG0002450","Siderastrea_Mexico_Barshis-Radice_Host_contig12412"
"210","isotig03579_Ppor","isogroup01847_Ppor","N0.HOG0003140","Siderastrea_Mexico_Barshis-Radice_Host_contig14255"
"211","isotig03580_Ppor","isogroup01848_Ppor","N0.HOG0003116","Siderastrea_Mexico_Barshis-Radice_Host_contig10098"
