"","orthogroup","gene.Sid","isotig.Past","gene.Past"
"41","N0.HOG0000012","Siderastrea_Mexico_Barshis-Radice_Host_contig01699","isotig31942_Past","isogroup30210_Past"
"42","N0.HOG0000012","Siderastrea_Mexico_Barshis-Radice_Host_contig02674","isotig31942_Past","isogroup30210_Past"
"43","N0.HOG0000012","Siderastrea_Mexico_Barshis-Radice_Host_contig11533","isotig31942_Past","isogroup30210_Past"
"44","N0.HOG0000012","Siderastrea_Mexico_Barshis-Radice_Host_contig14777","isotig31942_Past","isogroup30210_Past"
"45","N0.HOG0000012","Siderastrea_Mexico_Barshis-Radice_Host_contig16657","isotig31942_Past","isogroup30210_Past"
"46","N0.HOG0000012","Siderastrea_Mexico_Barshis-Radice_Host_contig10327","isotig31942_Past","isogroup30210_Past"
"47","N0.HOG0000012","Siderastrea_Mexico_Barshis-Radice_Host_contig16364","isotig31942_Past","isogroup30210_Past"
"48","N0.HOG0000012","Siderastrea_Mexico_Barshis-Radice_Host_contig08648","isotig31942_Past","isogroup30210_Past"
"49","N0.HOG0000012","Siderastrea_Mexico_Barshis-Radice_Host_contig01556","isotig31942_Past","isogroup30210_Past"
"50","N0.HOG0000012","Siderastrea_Mexico_Barshis-Radice_Host_contig14443","isotig31942_Past","isogroup30210_Past"
"51","N0.HOG0000013","Siderastrea_Mexico_Barshis-Radice_Host_contig15028","isotig08204_Past","isogroup06472_Past"
"52","N0.HOG0000013","Siderastrea_Mexico_Barshis-Radice_Host_contig15780","isotig08204_Past","isogroup06472_Past"
"53","N0.HOG0000013","Siderastrea_Mexico_Barshis-Radice_Host_contig06183","isotig08204_Past","isogroup06472_Past"
"54","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig15334","isotig16036_Past","isogroup14304_Past"
"55","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig09067","isotig16036_Past","isogroup14304_Past"
"56","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig00700","isotig16036_Past","isogroup14304_Past"
"57","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig10407","isotig16036_Past","isogroup14304_Past"
"58","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig03634","isotig16036_Past","isogroup14304_Past"
"59","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig05568","isotig16036_Past","isogroup14304_Past"
"60","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig03319","isotig16036_Past","isogroup14304_Past"
"61","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig07799","isotig16036_Past","isogroup14304_Past"
"62","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig11500","isotig16036_Past","isogroup14304_Past"
"63","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig03987","isotig16036_Past","isogroup14304_Past"
"64","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig11847","isotig16036_Past","isogroup14304_Past"
"65","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig11657","isotig16036_Past","isogroup14304_Past"
"66","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig13520","isotig16036_Past","isogroup14304_Past"
"67","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig04534","isotig16036_Past","isogroup14304_Past"
"68","N0.HOG0000019","Siderastrea_Mexico_Barshis-Radice_Host_contig15771","isotig16036_Past","isogroup14304_Past"
"69","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig08403","isotig05153_Past","isogroup03421_Past"
"70","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig13787","isotig05153_Past","isogroup03421_Past"
"71","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig13289","isotig05153_Past","isogroup03421_Past"
"72","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig02344","isotig05153_Past","isogroup03421_Past"
"73","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig00503","isotig05153_Past","isogroup03421_Past"
"74","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig05425","isotig05153_Past","isogroup03421_Past"
"75","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig08650","isotig05153_Past","isogroup03421_Past"
"76","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig19254","isotig05153_Past","isogroup03421_Past"
"77","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig17676","isotig05153_Past","isogroup03421_Past"
"78","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig12921","isotig05153_Past","isogroup03421_Past"
"79","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig15340","isotig05153_Past","isogroup03421_Past"
"80","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig14614","isotig05153_Past","isogroup03421_Past"
"81","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig01284","isotig05153_Past","isogroup03421_Past"
"82","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig10112","isotig05153_Past","isogroup03421_Past"
"83","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig10908","isotig05153_Past","isogroup03421_Past"
"84","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig09316","isotig05153_Past","isogroup03421_Past"
"85","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig19088","isotig05153_Past","isogroup03421_Past"
"86","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig01453","isotig05153_Past","isogroup03421_Past"
"87","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig13952","isotig05153_Past","isogroup03421_Past"
"88","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig04796","isotig05153_Past","isogroup03421_Past"
"89","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig12622","isotig05153_Past","isogroup03421_Past"
"90","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig17295","isotig05153_Past","isogroup03421_Past"
"91","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig14168","isotig05153_Past","isogroup03421_Past"
"92","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig06096","isotig05153_Past","isogroup03421_Past"
"93","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig01562","isotig05153_Past","isogroup03421_Past"
"94","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig03298","isotig05153_Past","isogroup03421_Past"
"95","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig19136","isotig05153_Past","isogroup03421_Past"
"96","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig07901","isotig05153_Past","isogroup03421_Past"
"97","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig17099","isotig05153_Past","isogroup03421_Past"
"98","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig00262","isotig05153_Past","isogroup03421_Past"
"99","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig06252","isotig05153_Past","isogroup03421_Past"
"100","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig00800","isotig05153_Past","isogroup03421_Past"
"101","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig12955","isotig05153_Past","isogroup03421_Past"
"102","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig04337","isotig05153_Past","isogroup03421_Past"
"103","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig17661","isotig05153_Past","isogroup03421_Past"
"104","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig06941","isotig05153_Past","isogroup03421_Past"
"105","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig16996","isotig05153_Past","isogroup03421_Past"
"106","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig13883","isotig05153_Past","isogroup03421_Past"
"107","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig07293","isotig05153_Past","isogroup03421_Past"
"108","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig14917","isotig05153_Past","isogroup03421_Past"
"109","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig08061","isotig05153_Past","isogroup03421_Past"
"110","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig12114","isotig05153_Past","isogroup03421_Past"
"111","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig05036","isotig05153_Past","isogroup03421_Past"
"112","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig02915","isotig05153_Past","isogroup03421_Past"
"113","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig06290","isotig05153_Past","isogroup03421_Past"
"114","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig09287","isotig05153_Past","isogroup03421_Past"
"115","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig10135","isotig05153_Past","isogroup03421_Past"
"116","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig16793","isotig05153_Past","isogroup03421_Past"
"117","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig12551","isotig05153_Past","isogroup03421_Past"
"118","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig10291","isotig05153_Past","isogroup03421_Past"
"119","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig10843","isotig05153_Past","isogroup03421_Past"
"120","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig06318","isotig05153_Past","isogroup03421_Past"
"121","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig05625","isotig05153_Past","isogroup03421_Past"
"122","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig16703","isotig05153_Past","isogroup03421_Past"
"123","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig03815","isotig05153_Past","isogroup03421_Past"
"124","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig10275","isotig05153_Past","isogroup03421_Past"
"125","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig05173","isotig05153_Past","isogroup03421_Past"
"126","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig01689","isotig05153_Past","isogroup03421_Past"
"127","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig00230","isotig05153_Past","isogroup03421_Past"
"128","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig08064","isotig05153_Past","isogroup03421_Past"
"129","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig09020","isotig05153_Past","isogroup03421_Past"
"130","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig15947","isotig05153_Past","isogroup03421_Past"
"131","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig12845","isotig05153_Past","isogroup03421_Past"
"132","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig02919","isotig05153_Past","isogroup03421_Past"
"133","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig06977","isotig05153_Past","isogroup03421_Past"
"134","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig15158","isotig05153_Past","isogroup03421_Past"
"135","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig16830","isotig05153_Past","isogroup03421_Past"
"136","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig09259","isotig05153_Past","isogroup03421_Past"
"137","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig01804","isotig05153_Past","isogroup03421_Past"
"138","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig11101","isotig05153_Past","isogroup03421_Past"
"139","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig11178","isotig05153_Past","isogroup03421_Past"
"140","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig14413","isotig05153_Past","isogroup03421_Past"
"141","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig09213","isotig05153_Past","isogroup03421_Past"
"142","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig04274","isotig05153_Past","isogroup03421_Past"
"143","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig16749","isotig05153_Past","isogroup03421_Past"
"144","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig01319","isotig05153_Past","isogroup03421_Past"
"145","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig01104","isotig05153_Past","isogroup03421_Past"
"146","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig03565","isotig05153_Past","isogroup03421_Past"
"147","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig02297","isotig05153_Past","isogroup03421_Past"
"148","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig07271","isotig05153_Past","isogroup03421_Past"
"149","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig02949","isotig05153_Past","isogroup03421_Past"
"150","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig10178","isotig05153_Past","isogroup03421_Past"
"151","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig00677","isotig05153_Past","isogroup03421_Past"
"152","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig08571","isotig05153_Past","isogroup03421_Past"
"153","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig13568","isotig05153_Past","isogroup03421_Past"
"154","N0.HOG0000020","Siderastrea_Mexico_Barshis-Radice_Host_contig07448","isotig05153_Past","isogroup03421_Past"
"155","N0.HOG0000021","Siderastrea_Mexico_Barshis-Radice_Host_contig01680","isotig08166_Past","isogroup06434_Past"
"156","N0.HOG0000021","Siderastrea_Mexico_Barshis-Radice_Host_contig13278","isotig08166_Past","isogroup06434_Past"
"157","N0.HOG0000021","Siderastrea_Mexico_Barshis-Radice_Host_contig03912","isotig08166_Past","isogroup06434_Past"
"158","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig18156","isotig16097_Past","isogroup14365_Past"
"159","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig00046","isotig16097_Past","isogroup14365_Past"
"160","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig12520","isotig16097_Past","isogroup14365_Past"
"161","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig16628","isotig16097_Past","isogroup14365_Past"
"162","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig15462","isotig16097_Past","isogroup14365_Past"
"163","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig14684","isotig16097_Past","isogroup14365_Past"
"164","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig15663","isotig16097_Past","isogroup14365_Past"
"165","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig08511","isotig16097_Past","isogroup14365_Past"
"166","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig01235","isotig16097_Past","isogroup14365_Past"
"167","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig12708","isotig16097_Past","isogroup14365_Past"
"168","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig00089","isotig16097_Past","isogroup14365_Past"
"169","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig17542","isotig16097_Past","isogroup14365_Past"
"170","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig05369","isotig16097_Past","isogroup14365_Past"
"171","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig04111","isotig16097_Past","isogroup14365_Past"
"172","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig18067","isotig16097_Past","isogroup14365_Past"
"173","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig08434","isotig16097_Past","isogroup14365_Past"
"174","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig04148","isotig16097_Past","isogroup14365_Past"
"175","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig10438","isotig16097_Past","isogroup14365_Past"
"176","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig04245","isotig16097_Past","isogroup14365_Past"
"177","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig11457","isotig16097_Past","isogroup14365_Past"
"178","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig17315","isotig16097_Past","isogroup14365_Past"
"179","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig18032","isotig16097_Past","isogroup14365_Past"
"180","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig16129","isotig16097_Past","isogroup14365_Past"
"181","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig15721","isotig16097_Past","isogroup14365_Past"
"182","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig14788","isotig16097_Past","isogroup14365_Past"
"183","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig17073","isotig16097_Past","isogroup14365_Past"
"184","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig17135","isotig16097_Past","isogroup14365_Past"
"185","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig05254","isotig16097_Past","isogroup14365_Past"
"186","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig05569","isotig16097_Past","isogroup14365_Past"
"187","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig01710","isotig16097_Past","isogroup14365_Past"
"188","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig03934","isotig16097_Past","isogroup14365_Past"
"189","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig15714","isotig16097_Past","isogroup14365_Past"
"190","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig18743","isotig16097_Past","isogroup14365_Past"
"191","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig10382","isotig16097_Past","isogroup14365_Past"
"192","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig08284","isotig16097_Past","isogroup14365_Past"
"193","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig03561","isotig16097_Past","isogroup14365_Past"
"194","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig10963","isotig16097_Past","isogroup14365_Past"
"195","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig18504","isotig16097_Past","isogroup14365_Past"
"196","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig15596","isotig16097_Past","isogroup14365_Past"
"197","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig12096","isotig16097_Past","isogroup14365_Past"
"198","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig05734","isotig16097_Past","isogroup14365_Past"
"199","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig14523","isotig16097_Past","isogroup14365_Past"
"200","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig13001","isotig16097_Past","isogroup14365_Past"
"201","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig14248","isotig16097_Past","isogroup14365_Past"
"202","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig02078","isotig16097_Past","isogroup14365_Past"
"203","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig14263","isotig16097_Past","isogroup14365_Past"
"204","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig08543","isotig16097_Past","isogroup14365_Past"
"205","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig01473","isotig16097_Past","isogroup14365_Past"
"206","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig00088","isotig16097_Past","isogroup14365_Past"
"207","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig17561","isotig16097_Past","isogroup14365_Past"
"208","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig13092","isotig16097_Past","isogroup14365_Past"
"209","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig09071","isotig16097_Past","isogroup14365_Past"
"210","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig15642","isotig16097_Past","isogroup14365_Past"
"211","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig01030","isotig16097_Past","isogroup14365_Past"
"212","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig15341","isotig16097_Past","isogroup14365_Past"
"213","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig11648","isotig16097_Past","isogroup14365_Past"
"214","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig01942","isotig16097_Past","isogroup14365_Past"
"215","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig11153","isotig16097_Past","isogroup14365_Past"
"216","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig13502","isotig16097_Past","isogroup14365_Past"
"217","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig06859","isotig16097_Past","isogroup14365_Past"
"218","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig03301","isotig16097_Past","isogroup14365_Past"
"219","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig15766","isotig16097_Past","isogroup14365_Past"
"220","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig09920","isotig16097_Past","isogroup14365_Past"
"221","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig05311","isotig16097_Past","isogroup14365_Past"
"222","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig09400","isotig16097_Past","isogroup14365_Past"
"223","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig18354","isotig16097_Past","isogroup14365_Past"
"224","N0.HOG0000022","Siderastrea_Mexico_Barshis-Radice_Host_contig03450","isotig16097_Past","isogroup14365_Past"
