Orthogroup	10714_past_LongestContig_500ln_suffixed	19222_Sid_GoodCoral_500lnThresh_Final
OG0000004	GE909620_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11042, Siderastrea_Mexico_Barshis-Radice_Host_contig11692, Siderastrea_Mexico_Barshis-Radice_Host_contig09904, Siderastrea_Mexico_Barshis-Radice_Host_contig04902, Siderastrea_Mexico_Barshis-Radice_Host_contig17701, Siderastrea_Mexico_Barshis-Radice_Host_contig14693, Siderastrea_Mexico_Barshis-Radice_Host_contig05632, Siderastrea_Mexico_Barshis-Radice_Host_contig13200, Siderastrea_Mexico_Barshis-Radice_Host_contig18291, Siderastrea_Mexico_Barshis-Radice_Host_contig02069, Siderastrea_Mexico_Barshis-Radice_Host_contig12257, Siderastrea_Mexico_Barshis-Radice_Host_contig12463, Siderastrea_Mexico_Barshis-Radice_Host_contig00813, Siderastrea_Mexico_Barshis-Radice_Host_contig01954, Siderastrea_Mexico_Barshis-Radice_Host_contig06737, Siderastrea_Mexico_Barshis-Radice_Host_contig03840, Siderastrea_Mexico_Barshis-Radice_Host_contig05916, Siderastrea_Mexico_Barshis-Radice_Host_contig18508, Siderastrea_Mexico_Barshis-Radice_Host_contig06714, Siderastrea_Mexico_Barshis-Radice_Host_contig07405, Siderastrea_Mexico_Barshis-Radice_Host_contig15499, Siderastrea_Mexico_Barshis-Radice_Host_contig11801, Siderastrea_Mexico_Barshis-Radice_Host_contig14434, Siderastrea_Mexico_Barshis-Radice_Host_contig04692, Siderastrea_Mexico_Barshis-Radice_Host_contig14141, Siderastrea_Mexico_Barshis-Radice_Host_contig04896, Siderastrea_Mexico_Barshis-Radice_Host_contig10914, Siderastrea_Mexico_Barshis-Radice_Host_contig02151, Siderastrea_Mexico_Barshis-Radice_Host_contig04386, Siderastrea_Mexico_Barshis-Radice_Host_contig07825, Siderastrea_Mexico_Barshis-Radice_Host_contig04096, Siderastrea_Mexico_Barshis-Radice_Host_contig02500, Siderastrea_Mexico_Barshis-Radice_Host_contig03288, Siderastrea_Mexico_Barshis-Radice_Host_contig11168, Siderastrea_Mexico_Barshis-Radice_Host_contig17577, Siderastrea_Mexico_Barshis-Radice_Host_contig14535, Siderastrea_Mexico_Barshis-Radice_Host_contig10342, Siderastrea_Mexico_Barshis-Radice_Host_contig12184, Siderastrea_Mexico_Barshis-Radice_Host_contig08724, Siderastrea_Mexico_Barshis-Radice_Host_contig08310, Siderastrea_Mexico_Barshis-Radice_Host_contig14462, Siderastrea_Mexico_Barshis-Radice_Host_contig02645, Siderastrea_Mexico_Barshis-Radice_Host_contig18371, Siderastrea_Mexico_Barshis-Radice_Host_contig05629, Siderastrea_Mexico_Barshis-Radice_Host_contig00478, Siderastrea_Mexico_Barshis-Radice_Host_contig10271, Siderastrea_Mexico_Barshis-Radice_Host_contig02774, Siderastrea_Mexico_Barshis-Radice_Host_contig02197, Siderastrea_Mexico_Barshis-Radice_Host_contig10232, Siderastrea_Mexico_Barshis-Radice_Host_contig10900, Siderastrea_Mexico_Barshis-Radice_Host_contig10978, Siderastrea_Mexico_Barshis-Radice_Host_contig00125, Siderastrea_Mexico_Barshis-Radice_Host_contig10561, Siderastrea_Mexico_Barshis-Radice_Host_contig09511, Siderastrea_Mexico_Barshis-Radice_Host_contig11761, Siderastrea_Mexico_Barshis-Radice_Host_contig02429, Siderastrea_Mexico_Barshis-Radice_Host_contig08194, Siderastrea_Mexico_Barshis-Radice_Host_contig07446, Siderastrea_Mexico_Barshis-Radice_Host_contig12224, Siderastrea_Mexico_Barshis-Radice_Host_contig05906, Siderastrea_Mexico_Barshis-Radice_Host_contig07095, Siderastrea_Mexico_Barshis-Radice_Host_contig16119, Siderastrea_Mexico_Barshis-Radice_Host_contig18068, Siderastrea_Mexico_Barshis-Radice_Host_contig08428, Siderastrea_Mexico_Barshis-Radice_Host_contig13677, Siderastrea_Mexico_Barshis-Radice_Host_contig16367, Siderastrea_Mexico_Barshis-Radice_Host_contig08347, Siderastrea_Mexico_Barshis-Radice_Host_contig02807, Siderastrea_Mexico_Barshis-Radice_Host_contig00777, Siderastrea_Mexico_Barshis-Radice_Host_contig06807, Siderastrea_Mexico_Barshis-Radice_Host_contig12017, Siderastrea_Mexico_Barshis-Radice_Host_contig06591, Siderastrea_Mexico_Barshis-Radice_Host_contig02062, Siderastrea_Mexico_Barshis-Radice_Host_contig09743, Siderastrea_Mexico_Barshis-Radice_Host_contig16117, Siderastrea_Mexico_Barshis-Radice_Host_contig04339, Siderastrea_Mexico_Barshis-Radice_Host_contig17478, Siderastrea_Mexico_Barshis-Radice_Host_contig07481, Siderastrea_Mexico_Barshis-Radice_Host_contig08391, Siderastrea_Mexico_Barshis-Radice_Host_contig19102
OG0000005	isotig11575_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02158
OG0000005	isotig08123_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11930, Siderastrea_Mexico_Barshis-Radice_Host_contig04974
OG0000005	isotig07335_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05747
OG0000005	isotig06415_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18266, Siderastrea_Mexico_Barshis-Radice_Host_contig10654, Siderastrea_Mexico_Barshis-Radice_Host_contig17594, Siderastrea_Mexico_Barshis-Radice_Host_contig07929, Siderastrea_Mexico_Barshis-Radice_Host_contig09686, Siderastrea_Mexico_Barshis-Radice_Host_contig09162, Siderastrea_Mexico_Barshis-Radice_Host_contig06799, Siderastrea_Mexico_Barshis-Radice_Host_contig04000, Siderastrea_Mexico_Barshis-Radice_Host_contig10458, Siderastrea_Mexico_Barshis-Radice_Host_contig07129, Siderastrea_Mexico_Barshis-Radice_Host_contig08842, Siderastrea_Mexico_Barshis-Radice_Host_contig09813, Siderastrea_Mexico_Barshis-Radice_Host_contig12667, Siderastrea_Mexico_Barshis-Radice_Host_contig04306, Siderastrea_Mexico_Barshis-Radice_Host_contig02245, Siderastrea_Mexico_Barshis-Radice_Host_contig05007, Siderastrea_Mexico_Barshis-Radice_Host_contig17578, Siderastrea_Mexico_Barshis-Radice_Host_contig03724, Siderastrea_Mexico_Barshis-Radice_Host_contig03752, Siderastrea_Mexico_Barshis-Radice_Host_contig04628, Siderastrea_Mexico_Barshis-Radice_Host_contig17702, Siderastrea_Mexico_Barshis-Radice_Host_contig17186, Siderastrea_Mexico_Barshis-Radice_Host_contig11873, Siderastrea_Mexico_Barshis-Radice_Host_contig17775, Siderastrea_Mexico_Barshis-Radice_Host_contig03546, Siderastrea_Mexico_Barshis-Radice_Host_contig12092, Siderastrea_Mexico_Barshis-Radice_Host_contig15025, Siderastrea_Mexico_Barshis-Radice_Host_contig09234, Siderastrea_Mexico_Barshis-Radice_Host_contig07088, Siderastrea_Mexico_Barshis-Radice_Host_contig02865, Siderastrea_Mexico_Barshis-Radice_Host_contig17582, Siderastrea_Mexico_Barshis-Radice_Host_contig07793, Siderastrea_Mexico_Barshis-Radice_Host_contig18477, Siderastrea_Mexico_Barshis-Radice_Host_contig13350, Siderastrea_Mexico_Barshis-Radice_Host_contig01306, Siderastrea_Mexico_Barshis-Radice_Host_contig09366, Siderastrea_Mexico_Barshis-Radice_Host_contig16601, Siderastrea_Mexico_Barshis-Radice_Host_contig07916, Siderastrea_Mexico_Barshis-Radice_Host_contig09093, Siderastrea_Mexico_Barshis-Radice_Host_contig15554, Siderastrea_Mexico_Barshis-Radice_Host_contig12875
OG0000006	isotig03223_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09354, Siderastrea_Mexico_Barshis-Radice_Host_contig18894
OG0000006	GE911149_Past, isotig08749_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11511, Siderastrea_Mexico_Barshis-Radice_Host_contig06647, Siderastrea_Mexico_Barshis-Radice_Host_contig14587, Siderastrea_Mexico_Barshis-Radice_Host_contig09059
OG0000006	isotig12509_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14938, Siderastrea_Mexico_Barshis-Radice_Host_contig03206, Siderastrea_Mexico_Barshis-Radice_Host_contig10129, Siderastrea_Mexico_Barshis-Radice_Host_contig18102, Siderastrea_Mexico_Barshis-Radice_Host_contig11507, Siderastrea_Mexico_Barshis-Radice_Host_contig16220, Siderastrea_Mexico_Barshis-Radice_Host_contig01617, Siderastrea_Mexico_Barshis-Radice_Host_contig18087, Siderastrea_Mexico_Barshis-Radice_Host_contig04604, Siderastrea_Mexico_Barshis-Radice_Host_contig05753, Siderastrea_Mexico_Barshis-Radice_Host_contig09203, Siderastrea_Mexico_Barshis-Radice_Host_contig16283, Siderastrea_Mexico_Barshis-Radice_Host_contig06281, Siderastrea_Mexico_Barshis-Radice_Host_contig11710, Siderastrea_Mexico_Barshis-Radice_Host_contig16588, Siderastrea_Mexico_Barshis-Radice_Host_contig17261, Siderastrea_Mexico_Barshis-Radice_Host_contig12233, Siderastrea_Mexico_Barshis-Radice_Host_contig14538, Siderastrea_Mexico_Barshis-Radice_Host_contig06512, Siderastrea_Mexico_Barshis-Radice_Host_contig15804, Siderastrea_Mexico_Barshis-Radice_Host_contig16511, Siderastrea_Mexico_Barshis-Radice_Host_contig14857, Siderastrea_Mexico_Barshis-Radice_Host_contig18703, Siderastrea_Mexico_Barshis-Radice_Host_contig05850, Siderastrea_Mexico_Barshis-Radice_Host_contig04803, Siderastrea_Mexico_Barshis-Radice_Host_contig08607, Siderastrea_Mexico_Barshis-Radice_Host_contig07721, Siderastrea_Mexico_Barshis-Radice_Host_contig18881, Siderastrea_Mexico_Barshis-Radice_Host_contig00119
OG0000006	isotig04856_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13490
OG0000008	isotig00026_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09373
OG0000008	GE914850_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02466, Siderastrea_Mexico_Barshis-Radice_Host_contig08400
OG0000008	isotig13452_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07795, Siderastrea_Mexico_Barshis-Radice_Host_contig04712, Siderastrea_Mexico_Barshis-Radice_Host_contig16829, Siderastrea_Mexico_Barshis-Radice_Host_contig07980, Siderastrea_Mexico_Barshis-Radice_Host_contig00556, Siderastrea_Mexico_Barshis-Radice_Host_contig12019, Siderastrea_Mexico_Barshis-Radice_Host_contig15767, Siderastrea_Mexico_Barshis-Radice_Host_contig06358, Siderastrea_Mexico_Barshis-Radice_Host_contig15983, Siderastrea_Mexico_Barshis-Radice_Host_contig18338, Siderastrea_Mexico_Barshis-Radice_Host_contig00177, Siderastrea_Mexico_Barshis-Radice_Host_contig03231, Siderastrea_Mexico_Barshis-Radice_Host_contig08330, Siderastrea_Mexico_Barshis-Radice_Host_contig01719, Siderastrea_Mexico_Barshis-Radice_Host_contig08277, Siderastrea_Mexico_Barshis-Radice_Host_contig13905, Siderastrea_Mexico_Barshis-Radice_Host_contig11166, Siderastrea_Mexico_Barshis-Radice_Host_contig09884
OG0000008	isotig11403_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03847, Siderastrea_Mexico_Barshis-Radice_Host_contig01597, Siderastrea_Mexico_Barshis-Radice_Host_contig12971
OG0000008	isotig06771_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04016
OG0000008	isotig08409_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18126
OG0000010	isotig09390_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08894
OG0000010	isotig09304_Past, GE908652_Past, isotig05379_Past, isotig09169_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10370
OG0000010	isotig04314_Past, isotig13119_Past, isotig12595_Past, isotig00845_Past, GE913964_Past, isotig12154_Past, isotig07890_Past, isotig04752_Past, isotig07829_Past, isotig12844_Past, isotig09095_Past, isotig04276_Past, isotig09996_Past, isotig10527_Past, isotig10610_Past, isotig10858_Past, isotig10040_Past, GE906329_Past, GE915701_Past, isotig05335_Past, isotig14067_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06751
OG0000011	isotig03294_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09480, Siderastrea_Mexico_Barshis-Radice_Host_contig11199, Siderastrea_Mexico_Barshis-Radice_Host_contig16975, Siderastrea_Mexico_Barshis-Radice_Host_contig16458, Siderastrea_Mexico_Barshis-Radice_Host_contig05450, Siderastrea_Mexico_Barshis-Radice_Host_contig17129, Siderastrea_Mexico_Barshis-Radice_Host_contig02572, Siderastrea_Mexico_Barshis-Radice_Host_contig01219, Siderastrea_Mexico_Barshis-Radice_Host_contig18661, Siderastrea_Mexico_Barshis-Radice_Host_contig18335, Siderastrea_Mexico_Barshis-Radice_Host_contig07110, Siderastrea_Mexico_Barshis-Radice_Host_contig07327, Siderastrea_Mexico_Barshis-Radice_Host_contig02407, Siderastrea_Mexico_Barshis-Radice_Host_contig15928, Siderastrea_Mexico_Barshis-Radice_Host_contig00051, Siderastrea_Mexico_Barshis-Radice_Host_contig11269, Siderastrea_Mexico_Barshis-Radice_Host_contig10211, Siderastrea_Mexico_Barshis-Radice_Host_contig07601, Siderastrea_Mexico_Barshis-Radice_Host_contig14350, Siderastrea_Mexico_Barshis-Radice_Host_contig13486, Siderastrea_Mexico_Barshis-Radice_Host_contig18056, Siderastrea_Mexico_Barshis-Radice_Host_contig08522, Siderastrea_Mexico_Barshis-Radice_Host_contig15906, Siderastrea_Mexico_Barshis-Radice_Host_contig19126, Siderastrea_Mexico_Barshis-Radice_Host_contig05612, Siderastrea_Mexico_Barshis-Radice_Host_contig08205, Siderastrea_Mexico_Barshis-Radice_Host_contig17926, Siderastrea_Mexico_Barshis-Radice_Host_contig17566, Siderastrea_Mexico_Barshis-Radice_Host_contig18868, Siderastrea_Mexico_Barshis-Radice_Host_contig01758, Siderastrea_Mexico_Barshis-Radice_Host_contig05401, Siderastrea_Mexico_Barshis-Radice_Host_contig14636, Siderastrea_Mexico_Barshis-Radice_Host_contig14544, Siderastrea_Mexico_Barshis-Radice_Host_contig13365, Siderastrea_Mexico_Barshis-Radice_Host_contig06018
OG0000012	isotig04125_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03877, Siderastrea_Mexico_Barshis-Radice_Host_contig08683, Siderastrea_Mexico_Barshis-Radice_Host_contig16921, Siderastrea_Mexico_Barshis-Radice_Host_contig01439, Siderastrea_Mexico_Barshis-Radice_Host_contig18872, Siderastrea_Mexico_Barshis-Radice_Host_contig05161, Siderastrea_Mexico_Barshis-Radice_Host_contig07838, Siderastrea_Mexico_Barshis-Radice_Host_contig03346, Siderastrea_Mexico_Barshis-Radice_Host_contig14552, Siderastrea_Mexico_Barshis-Radice_Host_contig15367, Siderastrea_Mexico_Barshis-Radice_Host_contig17869, Siderastrea_Mexico_Barshis-Radice_Host_contig09441, Siderastrea_Mexico_Barshis-Radice_Host_contig07854, Siderastrea_Mexico_Barshis-Radice_Host_contig08110, Siderastrea_Mexico_Barshis-Radice_Host_contig14876, Siderastrea_Mexico_Barshis-Radice_Host_contig01333, Siderastrea_Mexico_Barshis-Radice_Host_contig08954, Siderastrea_Mexico_Barshis-Radice_Host_contig16503, Siderastrea_Mexico_Barshis-Radice_Host_contig02537, Siderastrea_Mexico_Barshis-Radice_Host_contig10719, Siderastrea_Mexico_Barshis-Radice_Host_contig02153, Siderastrea_Mexico_Barshis-Radice_Host_contig07810, Siderastrea_Mexico_Barshis-Radice_Host_contig05240, Siderastrea_Mexico_Barshis-Radice_Host_contig02923, Siderastrea_Mexico_Barshis-Radice_Host_contig03105, Siderastrea_Mexico_Barshis-Radice_Host_contig01814, Siderastrea_Mexico_Barshis-Radice_Host_contig03136, Siderastrea_Mexico_Barshis-Radice_Host_contig02576, Siderastrea_Mexico_Barshis-Radice_Host_contig17006, Siderastrea_Mexico_Barshis-Radice_Host_contig00733, Siderastrea_Mexico_Barshis-Radice_Host_contig12236, Siderastrea_Mexico_Barshis-Radice_Host_contig06388, Siderastrea_Mexico_Barshis-Radice_Host_contig10183
OG0000014	GE915265_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02319
OG0000014	isotig04542_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17149, Siderastrea_Mexico_Barshis-Radice_Host_contig10339, Siderastrea_Mexico_Barshis-Radice_Host_contig08409, Siderastrea_Mexico_Barshis-Radice_Host_contig02607, Siderastrea_Mexico_Barshis-Radice_Host_contig18950, Siderastrea_Mexico_Barshis-Radice_Host_contig11017, Siderastrea_Mexico_Barshis-Radice_Host_contig13979, Siderastrea_Mexico_Barshis-Radice_Host_contig09249, Siderastrea_Mexico_Barshis-Radice_Host_contig16133, Siderastrea_Mexico_Barshis-Radice_Host_contig16592, Siderastrea_Mexico_Barshis-Radice_Host_contig15875, Siderastrea_Mexico_Barshis-Radice_Host_contig08890, Siderastrea_Mexico_Barshis-Radice_Host_contig07521, Siderastrea_Mexico_Barshis-Radice_Host_contig07344, Siderastrea_Mexico_Barshis-Radice_Host_contig16919, Siderastrea_Mexico_Barshis-Radice_Host_contig12544, Siderastrea_Mexico_Barshis-Radice_Host_contig01983, Siderastrea_Mexico_Barshis-Radice_Host_contig11903, Siderastrea_Mexico_Barshis-Radice_Host_contig06431, Siderastrea_Mexico_Barshis-Radice_Host_contig16640, Siderastrea_Mexico_Barshis-Radice_Host_contig00320, Siderastrea_Mexico_Barshis-Radice_Host_contig03978, Siderastrea_Mexico_Barshis-Radice_Host_contig07801, Siderastrea_Mexico_Barshis-Radice_Host_contig07612, Siderastrea_Mexico_Barshis-Radice_Host_contig03740, Siderastrea_Mexico_Barshis-Radice_Host_contig03682, Siderastrea_Mexico_Barshis-Radice_Host_contig07969, Siderastrea_Mexico_Barshis-Radice_Host_contig07745
OG0000015	GE913312_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16046, Siderastrea_Mexico_Barshis-Radice_Host_contig03098, Siderastrea_Mexico_Barshis-Radice_Host_contig18658
OG0000015	isotig09956_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11898, Siderastrea_Mexico_Barshis-Radice_Host_contig14362, Siderastrea_Mexico_Barshis-Radice_Host_contig05954, Siderastrea_Mexico_Barshis-Radice_Host_contig15051, Siderastrea_Mexico_Barshis-Radice_Host_contig10887, Siderastrea_Mexico_Barshis-Radice_Host_contig03404, Siderastrea_Mexico_Barshis-Radice_Host_contig00890, Siderastrea_Mexico_Barshis-Radice_Host_contig04123, Siderastrea_Mexico_Barshis-Radice_Host_contig19217, Siderastrea_Mexico_Barshis-Radice_Host_contig09553, Siderastrea_Mexico_Barshis-Radice_Host_contig09036, Siderastrea_Mexico_Barshis-Radice_Host_contig11498, Siderastrea_Mexico_Barshis-Radice_Host_contig01651, Siderastrea_Mexico_Barshis-Radice_Host_contig00223, Siderastrea_Mexico_Barshis-Radice_Host_contig09236, Siderastrea_Mexico_Barshis-Radice_Host_contig02378, Siderastrea_Mexico_Barshis-Radice_Host_contig09922, Siderastrea_Mexico_Barshis-Radice_Host_contig15496, Siderastrea_Mexico_Barshis-Radice_Host_contig17646, Siderastrea_Mexico_Barshis-Radice_Host_contig08679, Siderastrea_Mexico_Barshis-Radice_Host_contig09807, Siderastrea_Mexico_Barshis-Radice_Host_contig13182, Siderastrea_Mexico_Barshis-Radice_Host_contig14074, Siderastrea_Mexico_Barshis-Radice_Host_contig10967, Siderastrea_Mexico_Barshis-Radice_Host_contig16000, Siderastrea_Mexico_Barshis-Radice_Host_contig05898
OG0000016	GE911746_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18359, Siderastrea_Mexico_Barshis-Radice_Host_contig16245, Siderastrea_Mexico_Barshis-Radice_Host_contig08696, Siderastrea_Mexico_Barshis-Radice_Host_contig04437, Siderastrea_Mexico_Barshis-Radice_Host_contig08755, Siderastrea_Mexico_Barshis-Radice_Host_contig06846, Siderastrea_Mexico_Barshis-Radice_Host_contig11796, Siderastrea_Mexico_Barshis-Radice_Host_contig18235, Siderastrea_Mexico_Barshis-Radice_Host_contig09569, Siderastrea_Mexico_Barshis-Radice_Host_contig11233, Siderastrea_Mexico_Barshis-Radice_Host_contig06478, Siderastrea_Mexico_Barshis-Radice_Host_contig13953, Siderastrea_Mexico_Barshis-Radice_Host_contig15531, Siderastrea_Mexico_Barshis-Radice_Host_contig16354, Siderastrea_Mexico_Barshis-Radice_Host_contig08477, Siderastrea_Mexico_Barshis-Radice_Host_contig10614, Siderastrea_Mexico_Barshis-Radice_Host_contig10816, Siderastrea_Mexico_Barshis-Radice_Host_contig14904, Siderastrea_Mexico_Barshis-Radice_Host_contig17193, Siderastrea_Mexico_Barshis-Radice_Host_contig13541, Siderastrea_Mexico_Barshis-Radice_Host_contig19168, Siderastrea_Mexico_Barshis-Radice_Host_contig11691, Siderastrea_Mexico_Barshis-Radice_Host_contig12782, Siderastrea_Mexico_Barshis-Radice_Host_contig02781, Siderastrea_Mexico_Barshis-Radice_Host_contig06274, Siderastrea_Mexico_Barshis-Radice_Host_contig16149, Siderastrea_Mexico_Barshis-Radice_Host_contig17362
OG0000020	isotig09566_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14374
OG0000020	isotig07463_Past, GE913389_Past, isotig00758_Past, isotig06272_Past, isotig01256_Past, isotig04833_Past, isotig04760_Past, isotig01712_Past, isotig10184_Past, isotig02098_Past, isotig04785_Past, GE913249_Past, isotig12262_Past, isotig10698_Past, GE915016_Past, GE913984_Past, isotig08348_Past, GE911726_Past, GE912604_Past, isotig01052_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14179
OG0000021	isotig08442_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15940, Siderastrea_Mexico_Barshis-Radice_Host_contig04760, Siderastrea_Mexico_Barshis-Radice_Host_contig09314, Siderastrea_Mexico_Barshis-Radice_Host_contig10934, Siderastrea_Mexico_Barshis-Radice_Host_contig01916, Siderastrea_Mexico_Barshis-Radice_Host_contig07163, Siderastrea_Mexico_Barshis-Radice_Host_contig08851, Siderastrea_Mexico_Barshis-Radice_Host_contig12435, Siderastrea_Mexico_Barshis-Radice_Host_contig13242, Siderastrea_Mexico_Barshis-Radice_Host_contig14335, Siderastrea_Mexico_Barshis-Radice_Host_contig11615, Siderastrea_Mexico_Barshis-Radice_Host_contig11679, Siderastrea_Mexico_Barshis-Radice_Host_contig05259, Siderastrea_Mexico_Barshis-Radice_Host_contig13623, Siderastrea_Mexico_Barshis-Radice_Host_contig07003, Siderastrea_Mexico_Barshis-Radice_Host_contig10442, Siderastrea_Mexico_Barshis-Radice_Host_contig07537, Siderastrea_Mexico_Barshis-Radice_Host_contig12932, Siderastrea_Mexico_Barshis-Radice_Host_contig01318, Siderastrea_Mexico_Barshis-Radice_Host_contig08461, Siderastrea_Mexico_Barshis-Radice_Host_contig01618, Siderastrea_Mexico_Barshis-Radice_Host_contig12172
OG0000022	isotig04001_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14979, Siderastrea_Mexico_Barshis-Radice_Host_contig05099, Siderastrea_Mexico_Barshis-Radice_Host_contig05832, Siderastrea_Mexico_Barshis-Radice_Host_contig09030, Siderastrea_Mexico_Barshis-Radice_Host_contig11986, Siderastrea_Mexico_Barshis-Radice_Host_contig15198, Siderastrea_Mexico_Barshis-Radice_Host_contig04809, Siderastrea_Mexico_Barshis-Radice_Host_contig09062, Siderastrea_Mexico_Barshis-Radice_Host_contig03489, Siderastrea_Mexico_Barshis-Radice_Host_contig17020, Siderastrea_Mexico_Barshis-Radice_Host_contig11962, Siderastrea_Mexico_Barshis-Radice_Host_contig01240, Siderastrea_Mexico_Barshis-Radice_Host_contig18582, Siderastrea_Mexico_Barshis-Radice_Host_contig17236, Siderastrea_Mexico_Barshis-Radice_Host_contig03410, Siderastrea_Mexico_Barshis-Radice_Host_contig07105, Siderastrea_Mexico_Barshis-Radice_Host_contig08486, Siderastrea_Mexico_Barshis-Radice_Host_contig09186, Siderastrea_Mexico_Barshis-Radice_Host_contig18642, Siderastrea_Mexico_Barshis-Radice_Host_contig10863, Siderastrea_Mexico_Barshis-Radice_Host_contig06606
OG0000026	GE906966_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15775, Siderastrea_Mexico_Barshis-Radice_Host_contig00147, Siderastrea_Mexico_Barshis-Radice_Host_contig13637, Siderastrea_Mexico_Barshis-Radice_Host_contig18292, Siderastrea_Mexico_Barshis-Radice_Host_contig14360, Siderastrea_Mexico_Barshis-Radice_Host_contig05204, Siderastrea_Mexico_Barshis-Radice_Host_contig02911, Siderastrea_Mexico_Barshis-Radice_Host_contig14254, Siderastrea_Mexico_Barshis-Radice_Host_contig16142, Siderastrea_Mexico_Barshis-Radice_Host_contig07999, Siderastrea_Mexico_Barshis-Radice_Host_contig14018, Siderastrea_Mexico_Barshis-Radice_Host_contig01730, Siderastrea_Mexico_Barshis-Radice_Host_contig08527, Siderastrea_Mexico_Barshis-Radice_Host_contig09465, Siderastrea_Mexico_Barshis-Radice_Host_contig16776, Siderastrea_Mexico_Barshis-Radice_Host_contig17501, Siderastrea_Mexico_Barshis-Radice_Host_contig03677, Siderastrea_Mexico_Barshis-Radice_Host_contig13680
OG0000028	isotig03332_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10466, Siderastrea_Mexico_Barshis-Radice_Host_contig13327, Siderastrea_Mexico_Barshis-Radice_Host_contig11841, Siderastrea_Mexico_Barshis-Radice_Host_contig03325, Siderastrea_Mexico_Barshis-Radice_Host_contig04694, Siderastrea_Mexico_Barshis-Radice_Host_contig00328, Siderastrea_Mexico_Barshis-Radice_Host_contig08974, Siderastrea_Mexico_Barshis-Radice_Host_contig00812, Siderastrea_Mexico_Barshis-Radice_Host_contig13578, Siderastrea_Mexico_Barshis-Radice_Host_contig17574, Siderastrea_Mexico_Barshis-Radice_Host_contig15263, Siderastrea_Mexico_Barshis-Radice_Host_contig16196, Siderastrea_Mexico_Barshis-Radice_Host_contig17442, Siderastrea_Mexico_Barshis-Radice_Host_contig19170, Siderastrea_Mexico_Barshis-Radice_Host_contig06903, Siderastrea_Mexico_Barshis-Radice_Host_contig13717, Siderastrea_Mexico_Barshis-Radice_Host_contig09525
OG0000029	isotig01934_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01743, Siderastrea_Mexico_Barshis-Radice_Host_contig06983, Siderastrea_Mexico_Barshis-Radice_Host_contig17811, Siderastrea_Mexico_Barshis-Radice_Host_contig05361, Siderastrea_Mexico_Barshis-Radice_Host_contig05802, Siderastrea_Mexico_Barshis-Radice_Host_contig16293, Siderastrea_Mexico_Barshis-Radice_Host_contig08425, Siderastrea_Mexico_Barshis-Radice_Host_contig10515, Siderastrea_Mexico_Barshis-Radice_Host_contig18397, Siderastrea_Mexico_Barshis-Radice_Host_contig12189, Siderastrea_Mexico_Barshis-Radice_Host_contig16307, Siderastrea_Mexico_Barshis-Radice_Host_contig14207, Siderastrea_Mexico_Barshis-Radice_Host_contig14818, Siderastrea_Mexico_Barshis-Radice_Host_contig10520, Siderastrea_Mexico_Barshis-Radice_Host_contig08226, Siderastrea_Mexico_Barshis-Radice_Host_contig09313
OG0000030	isotig11352_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07046
