OG0003141	isotig11509_Past	
OG0003142	isotig07291_Past	
OG0003143	isotig09572_Past	
OG0003144	isotig06924_Past	
OG0003145	isotig13580_Past	
OG0003146	isotig12895_Past	
OG0003147	isotig07215_Past	
OG0003148	isotig04002_Past	
OG0003149	GE905995_Past	
OG0003150	GE907823_Past	
OG0003151	isotig07928_Past	
OG0003152	isotig02584_Past	
OG0003153	isotig04949_Past	
OG0003154	isotig12362_Past	
OG0003155	isotig13647_Past	
OG0003156	isotig07306_Past	
OG0003157	isotig13435_Past	
OG0003158	isotig04171_Past	
OG0003159	GE915348_Past	
OG0003160	isotig11231_Past	
OG0003161	isotig10872_Past	
OG0003162	isotig06627_Past	
OG0003163	isotig07163_Past	
OG0003164	isotig10153_Past	
OG0003165	isotig13672_Past	
OG0003166	isotig11191_Past	
OG0003167	isotig13573_Past	
OG0003168	isotig08646_Past	
OG0003169	GE912994_Past	
OG0003170	isotig02474_Past	
OG0003171	isotig05279_Past	
OG0003172	isotig06270_Past	
OG0003173	isotig12138_Past	
OG0003174	isotig04389_Past	
OG0003175	isotig05431_Past	
OG0003176	isotig09990_Past	
OG0003177	isotig10996_Past	
OG0003178	isotig09933_Past	
OG0003179	GE909198_Past	
OG0003180	isotig01414_Past	
OG0003181	isotig03733_Past	
OG0003182	isotig05965_Past	
OG0003183	isotig09347_Past	
OG0003184	isotig06288_Past	
OG0003185	GE912341_Past	
OG0003186	isotig03322_Past	
OG0003187	GE917218_Past	
OG0003188	isotig09623_Past	
OG0003189	isotig05991_Past	
OG0003190	isotig05085_Past	
OG0003191	isotig04019_Past	
OG0003192	isotig14143_Past	
OG0003193	isotig01410_Past	
OG0003194	isotig11181_Past	
OG0003195	isotig05607_Past	
OG0003196	isotig03381_Past	
OG0003197	isotig01684_Past	
OG0003198	isotig09501_Past	
OG0003199	isotig11700_Past	
OG0003200	isotig04909_Past	
OG0003201	isotig05337_Past	
OG0003202	GE917326_Past	
OG0003203	isotig11166_Past	
OG0003204	GE909402_Past	
OG0003205	isotig13185_Past	
OG0003206	isotig11315_Past	
OG0003207	isotig07680_Past	
OG0003208	isotig04712_Past	
OG0003209	isotig13587_Past	
OG0003210	isotig14120_Past	
OG0003211	isotig05113_Past	
OG0003212	isotig09283_Past	
OG0003213	GE916354_Past	
OG0003214	isotig06096_Past	
OG0003215	isotig09882_Past	
OG0003216	isotig13255_Past	
OG0003217	isotig01641_Past	
OG0003218	isotig11814_Past	
OG0003219	isotig05046_Past	
OG0003220	isotig01572_Past	
OG0003221	isotig08085_Past	
OG0003222	isotig12693_Past	
OG0003223	isotig02110_Past	
OG0003224	isotig04226_Past	
OG0003225	isotig14091_Past	
OG0003226	isotig12153_Past	
OG0003227	isotig04927_Past	
OG0003228	isotig10847_Past	
OG0003229	isotig07455_Past	
OG0003230	isotig11279_Past	
OG0003231	isotig03566_Past	
OG0003232	isotig03883_Past	
OG0003233	isotig10917_Past	
OG0003234	isotig04943_Past	
OG0003235	isotig09096_Past	
OG0003236	isotig03396_Past	
OG0003237	isotig04967_Past	
OG0003238	isotig07665_Past	
OG0003239	isotig05933_Past	
OG0003240	isotig13616_Past	
OG0003241	isotig09549_Past	
OG0003242	isotig12229_Past	
OG0003243	isotig04567_Past	
OG0003244	isotig08041_Past	
OG0003245	GE914536_Past	
OG0003246	isotig07521_Past	
OG0003247	isotig07205_Past	
OG0003248	isotig14156_Past	
OG0003249	isotig11336_Past	
OG0003250	isotig13287_Past	
OG0003251	isotig07068_Past	
OG0003252	isotig08055_Past	
OG0003253	isotig01728_Past	
OG0003254	isotig07771_Past	
OG0003255	isotig08492_Past	
OG0003256	isotig01852_Past	
OG0003257	isotig03639_Past	
OG0003258	isotig05451_Past	
OG0003259	isotig05223_Past	
OG0003260	GE913271_Past	
OG0003261	isotig13526_Past	
OG0003262	isotig10802_Past	
OG0003263	isotig06503_Past	
OG0003264	isotig13474_Past	
OG0003265	isotig03888_Past	
OG0003266	isotig06751_Past	
OG0003267	isotig04891_Past	
OG0003268	isotig07039_Past	
OG0003269	isotig07141_Past	
OG0003270	isotig05766_Past	
OG0003271	isotig04204_Past	
OG0003272	isotig13307_Past	
OG0003273	GE912677_Past	
OG0003274	isotig12364_Past	
OG0003275	isotig09871_Past	
OG0003276	GE916497_Past	
OG0003277	isotig13572_Past	
OG0003278	isotig12545_Past	
OG0003279	isotig13795_Past	
OG0003280	isotig02068_Past	
OG0003281	isotig05230_Past	
OG0003282	isotig14117_Past	
OG0003283	isotig12331_Past	
OG0003284	isotig09761_Past	
OG0003285	isotig06417_Past	
OG0003286	isotig12454_Past	
OG0003287	isotig04836_Past	
OG0003288	isotig14150_Past	
OG0003289	GE909821_Past	
OG0003290	isotig10096_Past	
OG0003291	isotig09751_Past	
OG0003292	GE913745_Past	
OG0003293	isotig07657_Past	
OG0003294	isotig07583_Past	
OG0003295	isotig11704_Past	
OG0003296	isotig10740_Past	
OG0003297	isotig08245_Past	
OG0003298	GE914619_Past	
OG0003299	isotig00835_Past	
OG0003300	isotig01794_Past	
OG0003301	isotig11239_Past	
OG0003302	isotig13228_Past	
OG0003303	isotig11694_Past	
OG0003304	isotig07588_Past	
OG0003305	isotig14131_Past	
OG0003306	GE907380_Past	
OG0003307	isotig11249_Past	
OG0003308	isotig07600_Past	
OG0003309	GE915511_Past	
OG0003310	isotig05635_Past	
OG0003311	isotig13269_Past	
OG0003312	isotig10361_Past	
OG0003313	isotig09286_Past	
OG0003314	GE915099_Past	
OG0003315	isotig12554_Past	
OG0003316	isotig08899_Past	
OG0003317	isotig01296_Past	
OG0003318	isotig07610_Past	
OG0003319	isotig10584_Past	
OG0003320	isotig04954_Past	
OG0003321	isotig07999_Past	
OG0003322	isotig01646_Past	
OG0003323	isotig08110_Past	
OG0003324	isotig08758_Past	
OG0003325	isotig13679_Past	
OG0003326	isotig10657_Past	
OG0003327	isotig08050_Past	
OG0003328	isotig08620_Past	
OG0003329	isotig13357_Past	
OG0003330	isotig04895_Past	
OG0003331	isotig02500_Past	
OG0003332	GE917235_Past	
OG0003333	isotig09520_Past	
OG0003334	isotig01696_Past	
OG0003335	isotig11223_Past	
OG0003336	isotig13792_Past	
OG0003337	isotig08020_Past	
OG0003338	isotig07795_Past	
OG0003339	isotig11552_Past	
OG0003340	isotig12598_Past	
OG0003341	isotig05271_Past	
OG0003342	GE907769_Past	
OG0003343	isotig08268_Past	
OG0003344	isotig09230_Past	
OG0003345	isotig12498_Past	
OG0003346	isotig08983_Past	
OG0003347	isotig10589_Past	
OG0003348	isotig07598_Past	
OG0003349	isotig06236_Past	
OG0003350	isotig07435_Past	
OG0003351	isotig07807_Past	
OG0003352	isotig05485_Past	
OG0003353	isotig04148_Past	
OG0003354	GE912635_Past	
OG0003355	isotig13713_Past	
OG0003356	isotig08525_Past	
OG0003357	isotig07073_Past	
OG0003358	isotig13984_Past	
OG0003359	isotig07058_Past	
OG0003360	isotig07737_Past	
OG0003361	isotig06341_Past	
OG0003362	isotig01312_Past	
OG0003363	isotig12396_Past	
OG0003364	isotig13262_Past	
OG0003365	isotig08697_Past	
OG0003366	isotig10299_Past	
OG0003367	isotig10956_Past	
OG0003368	isotig10620_Past	
OG0003369	isotig10335_Past	
OG0003370	isotig13444_Past	
OG0003371	isotig04544_Past	
OG0003372	isotig01200_Past	
OG0003373	isotig09331_Past	
OG0003374	isotig09444_Past	
OG0003375	isotig13311_Past	
OG0003376	isotig04705_Past	
OG0003377	isotig07882_Past	
OG0003378	isotig04728_Past	
OG0003379	isotig04061_Past	
OG0003380	isotig04739_Past	
OG0003381	isotig10492_Past	
OG0003382	isotig10212_Past	
OG0003383	isotig06501_Past	
OG0003384	isotig02616_Past	
OG0003385	isotig06047_Past	
OG0003386	isotig07293_Past	
OG0003387	isotig14002_Past	
OG0003388	isotig09975_Past	
OG0003389	isotig04691_Past	
OG0003390	GE910418_Past	
OG0003391	isotig00432_Past	
OG0003392	isotig06853_Past	
OG0003393	GE907485_Past	
OG0003394	isotig02464_Past	
OG0003395	isotig03460_Past	
OG0003396	isotig08351_Past	
OG0003397	isotig13712_Past	
OG0003398	isotig05942_Past	
OG0003399	isotig12330_Past	
OG0003400	isotig12128_Past	
OG0003401	isotig10706_Past	
OG0003402	isotig06784_Past	
OG0003403	isotig03880_Past	
OG0003404	isotig14181_Past	
OG0003405	GE909968_Past	
OG0003406	isotig05288_Past	
OG0003407	isotig04021_Past	
OG0003408	isotig13159_Past	
OG0003409	isotig12231_Past	
OG0003410	isotig05070_Past	
OG0003411	isotig09324_Past	
OG0003412	isotig09839_Past	
OG0003413	isotig05391_Past	
OG0003414	isotig07626_Past	
OG0003415	isotig05011_Past	
OG0003416	isotig06991_Past	
OG0003417	isotig10018_Past	
OG0003418	isotig08968_Past	
OG0003419	isotig10497_Past	
OG0003420	isotig12492_Past	
OG0003421	isotig10825_Past	
OG0003422	isotig06193_Past	
OG0003423	isotig13165_Past	
OG0003424	isotig04121_Past	
OG0003425	GE913145_Past	
OG0003426	isotig06573_Past	
OG0003427	isotig07779_Past	
OG0003428	isotig14149_Past	
OG0003429	isotig04164_Past	
OG0003430	isotig10276_Past	
OG0003431	isotig04749_Past	
OG0003432	GE910698_Past	
OG0003433	isotig14209_Past	
OG0003434	isotig11471_Past	
OG0003435	isotig04496_Past	
OG0003436	isotig13266_Past	
OG0003437	isotig09391_Past	
OG0003438	isotig05354_Past	
OG0003439	isotig13903_Past	
OG0003440	isotig12752_Past	
OG0003441	isotig03810_Past	
OG0003442	isotig08877_Past	
OG0003443	isotig11341_Past	
OG0003444	isotig09003_Past	
OG0003445	isotig13945_Past	
OG0003446	isotig13138_Past	
OG0003447	isotig10467_Past	
OG0003448	isotig03553_Past	
OG0003449	isotig11153_Past	
OG0003450	isotig12806_Past	
OG0003451	isotig04918_Past	
OG0003452	isotig05367_Past	
OG0003453	isotig12066_Past	
OG0003454	isotig05955_Past	
OG0003455	isotig11744_Past	
OG0003456	isotig00626_Past	
OG0003457	isotig07408_Past	
OG0003458	GE915457_Past	
OG0003459	isotig09225_Past	
OG0003460	isotig10178_Past	
OG0003461	isotig06411_Past	
OG0003462	isotig06377_Past	
OG0003463	isotig03689_Past	
OG0003464	isotig07905_Past	
OG0003465	isotig03403_Past	
OG0003466	isotig13493_Past	
OG0003467	isotig05336_Past	
OG0003468	isotig06367_Past	
OG0003469	isotig10593_Past	
OG0003470	isotig09838_Past	
OG0003471	isotig07137_Past	
OG0003472	isotig05060_Past	
OG0003473	isotig04038_Past	
OG0003474	GE907318_Past	
OG0003475	isotig12360_Past	
OG0003476	isotig12726_Past	
OG0003477	isotig10741_Past	
OG0003478	isotig09178_Past	
OG0003479	isotig02444_Past	
OG0003480	isotig05182_Past	
OG0003481	isotig13299_Past	
OG0003482	isotig13811_Past	
OG0003483	isotig03891_Past	
OG0003484	isotig12025_Past	
OG0003485	isotig12159_Past	
OG0003486	isotig11135_Past	
OG0003487	isotig01882_Past	
OG0003488	isotig05712_Past	
OG0003489	isotig11384_Past	
OG0003490	isotig08683_Past	
OG0003491	isotig07292_Past	
OG0003492	isotig05213_Past	
OG0003493	isotig09529_Past	
OG0003494	isotig11772_Past	
OG0003495	isotig06053_Past	
OG0003496	isotig05106_Past	
OG0003497	isotig07506_Past	
OG0003498	isotig11661_Past	
OG0003499	isotig09165_Past	
OG0003500	isotig13423_Past	
OG0003501	isotig08027_Past	
OG0003502	isotig13855_Past	
OG0003503	isotig11173_Past	
OG0003504	isotig13757_Past	
OG0003505	isotig10424_Past	
OG0003506	isotig13233_Past	
OG0003507	isotig04928_Past	
OG0003508	isotig09445_Past	
OG0003509	isotig13959_Past	
OG0003510	isotig05620_Past	
OG0003511	isotig03826_Past	
OG0003512	isotig08858_Past	
OG0003513	isotig07870_Past	
OG0003514	isotig04210_Past	
OG0003515	isotig03232_Past	
OG0003516	isotig12825_Past	
OG0003517	isotig13268_Past	
OG0003518	isotig09358_Past	
OG0003519	isotig11381_Past	
OG0003520	isotig03487_Past	
OG0003521	isotig07393_Past	
OG0003522	isotig13419_Past	
OG0003523	isotig08077_Past	
OG0003524	isotig01494_Past	
OG0003525	isotig11606_Past	
OG0003526	isotig13964_Past	
OG0003527	isotig06696_Past	
OG0003528	isotig13200_Past	
OG0003529	isotig03901_Past	
OG0003530	isotig12778_Past	
OG0003531	GE916897_Past	
OG0003532	isotig10927_Past	
OG0003533	GE914407_Past	
OG0003534	isotig10417_Past	
OG0003535	isotig02363_Past	
OG0003536	isotig13985_Past	
OG0003537	isotig09583_Past	
OG0003538	isotig03404_Past	
OG0003539	isotig06936_Past	
OG0003540	isotig13604_Past	
OG0003541	GE913639_Past	
OG0003542	isotig10768_Past	
OG0003543	isotig06044_Past	
OG0003544	isotig05715_Past	
OG0003545	isotig10048_Past	
OG0003546	isotig06384_Past	
OG0003547	isotig04759_Past	
OG0003548	isotig02294_Past	
OG0003549	isotig06095_Past	
OG0003550	isotig06395_Past	
OG0003551	isotig01448_Past	
OG0003552	isotig13891_Past	
OG0003553	isotig13477_Past	
OG0003554	isotig11886_Past	
OG0003555	isotig10248_Past	
OG0003556	isotig07440_Past	
OG0003557	isotig04079_Past	
OG0003558	isotig12671_Past	
OG0003559	isotig10456_Past	
OG0003560	isotig13862_Past	
OG0003561	isotig12599_Past	
OG0003562	isotig08655_Past	
OG0003563	isotig12063_Past	
OG0003564	isotig13456_Past	
OG0003565	isotig07319_Past	
OG0003566	isotig06311_Past	
OG0003567	isotig03746_Past	
OG0003568	isotig09369_Past	
OG0003569	isotig04201_Past	
OG0003570	isotig13353_Past	
OG0003571	GE913725_Past	
OG0003572	isotig14261_Past	
OG0003573	isotig04015_Past	
OG0003574	isotig00911_Past	
OG0003575	isotig03629_Past	
OG0003576	isotig10766_Past	
OG0003577	isotig02284_Past	
OG0003578	GE906338_Past	
OG0003579	isotig12378_Past	
OG0003580	GE908469_Past	
OG0003581	isotig10590_Past	
OG0003582	isotig06885_Past	
OG0003583	isotig13893_Past	
OG0003584	GE907208_Past	
OG0003585	isotig12337_Past	
OG0003586	isotig00877_Past	
OG0003587	GE912618_Past	
OG0003588	isotig11698_Past	
OG0003589	isotig11389_Past	
OG0003590	isotig00599_Past	
OG0003591	isotig10785_Past	
OG0003592	isotig10539_Past	
OG0003593	isotig08643_Past	
OG0003594	isotig09436_Past	
OG0003595	isotig14135_Past	
OG0003596	isotig00566_Past	
OG0003597	GE913497_Past	
OG0003598	isotig07814_Past	
OG0003599	isotig02636_Past	
OG0003600	isotig04398_Past	
OG0003601	isotig11722_Past	
OG0003602	isotig10294_Past	
OG0003603	isotig14222_Past	
OG0003604	isotig11726_Past	
OG0003605	isotig08304_Past	
OG0003606	isotig13006_Past	
OG0003607	isotig03598_Past	
OG0003608	isotig07574_Past	
OG0003609	isotig11513_Past	
OG0003610	isotig05912_Past	
OG0003611	isotig11139_Past	
OG0003612	isotig00288_Past	
OG0003613	isotig10644_Past	
OG0003614	isotig02548_Past	
OG0003615	isotig11491_Past	
OG0003616	isotig04875_Past	
OG0003617	isotig04128_Past	
OG0003618	isotig12677_Past	
OG0003619	isotig13509_Past	
OG0003620	isotig03547_Past	
OG0003621	isotig05552_Past	
OG0003622	isotig10344_Past	
OG0003623	isotig10624_Past	
OG0003624	isotig13751_Past	
OG0003625	isotig02124_Past	
OG0003626	isotig09299_Past	
OG0003627	isotig09135_Past	
OG0003628	isotig08712_Past	
OG0003629	isotig06399_Past	
OG0003630	isotig04223_Past	
OG0003631	isotig08101_Past	
OG0003632	GE916591_Past	
OG0003633	isotig12830_Past	
OG0003634	isotig08444_Past	
OG0003635	isotig11016_Past	
OG0003636	isotig11649_Past	
OG0003637	isotig04829_Past	
OG0003638	isotig13689_Past	
OG0003639	isotig00734_Past	
OG0003640	isotig13675_Past	
OG0003641	isotig04939_Past	
OG0003642	isotig06705_Past	
OG0003643	isotig13942_Past	
OG0003644	isotig14165_Past	
OG0003645	isotig01706_Past	
OG0003646	isotig01064_Past	
OG0003647	isotig05448_Past	
OG0003648	isotig12389_Past	
OG0003649	isotig03912_Past	
OG0003650	isotig11594_Past	
OG0003651	isotig06745_Past	
OG0003652	isotig07088_Past	
OG0003653	isotig12892_Past	
OG0003654	isotig10676_Past	
OG0003655	isotig06084_Past	
OG0003656	GE911695_Past	
OG0003657	isotig06478_Past	
OG0003658	isotig12365_Past	
OG0003659	isotig06725_Past	
OG0003660	isotig06795_Past	
OG0003661	isotig05243_Past	
OG0003662	isotig12632_Past	
OG0003663	isotig06397_Past	
OG0003664	isotig08819_Past	
OG0003665	isotig08677_Past	
OG0003666	isotig08163_Past	
OG0003667	GE911505_Past	
OG0003668	isotig06533_Past	
OG0003669	GE910302_Past	
OG0003670	isotig13462_Past	
OG0003671	isotig06548_Past	
OG0003672	isotig04952_Past	
OG0003673	isotig01264_Past	
OG0003674	isotig05995_Past	
OG0003675	isotig14140_Past	
OG0003676	isotig07543_Past	
OG0003677	isotig14023_Past	
OG0003678	isotig07828_Past	
OG0003679	isotig13013_Past	
OG0003680	isotig12520_Past	
OG0003681	isotig05433_Past	
OG0003682	isotig13917_Past	
OG0003683	isotig07979_Past	
OG0003684	isotig03966_Past	
OG0003685	isotig08280_Past	
OG0003686	isotig06840_Past	
OG0003687	isotig08425_Past	
OG0003688	isotig02566_Past	
OG0003689	isotig12613_Past	
OG0003690	isotig13046_Past	
OG0003691	isotig05911_Past	
OG0003692	isotig14061_Past	
OG0003693	isotig00861_Past	
OG0003694	isotig05206_Past	
OG0003695	GE912679_Past	
OG0003696	isotig08134_Past	
OG0003697	isotig05978_Past	
OG0003698	isotig02278_Past	
OG0003699	isotig03176_Past	
OG0003700	isotig07325_Past	
OG0003701	isotig04910_Past	
OG0003702	isotig07744_Past	
OG0003703	isotig05506_Past	
OG0003704	isotig08929_Past	
OG0003705	isotig13108_Past	
OG0003706	isotig13785_Past	
OG0003707	isotig05577_Past	
OG0003708	isotig10944_Past	
OG0003709	isotig05753_Past	
OG0003710	isotig07063_Past	
OG0003711	isotig04262_Past	
OG0003712	isotig05841_Past	
OG0003713	isotig11495_Past	
OG0003714	isotig11631_Past	
OG0003715	isotig10233_Past	
OG0003716	isotig06449_Past	
OG0003717	isotig02256_Past	
OG0003718	isotig11324_Past	
OG0003719	isotig04426_Past	
OG0003720	isotig06893_Past	
OG0003721	isotig11589_Past	
OG0003722	isotig05348_Past	
OG0003723	isotig07147_Past	
OG0003724	isotig12254_Past	
OG0003725	GE907673_Past	
OG0003726	isotig05255_Past	
OG0003727	isotig05837_Past	
OG0003728	isotig03310_Past	
OG0003729	isotig10955_Past	
OG0003730	isotig08368_Past	
OG0003731	isotig03734_Past	
OG0003732	isotig03992_Past	
OG0003733	isotig11817_Past	
OG0003734	isotig06856_Past	
OG0003735	isotig13809_Past	
OG0003736	isotig12413_Past	
OG0003737	isotig08834_Past	
OG0003738	isotig12563_Past	
OG0003739	isotig10614_Past	
OG0003740	isotig08945_Past	
OG0003741	GE910372_Past	
OG0003742	isotig12914_Past	
OG0003743	isotig03499_Past	
OG0003744	isotig03691_Past	
OG0003745	isotig09541_Past	
OG0003746	isotig14015_Past	
OG0003747	isotig06563_Past	
OG0003748	isotig08520_Past	
OG0003749	isotig04299_Past	
OG0003750	isotig13586_Past	
OG0003751	isotig03855_Past	
OG0003752	GE913427_Past	
OG0003753	isotig09449_Past	
OG0003754	isotig04342_Past	
OG0003755	isotig14044_Past	
OG0003756	GE915986_Past	
OG0003757	isotig03468_Past	
OG0003758	isotig04170_Past	
OG0003759	isotig08242_Past	
OG0003760	isotig04083_Past	
OG0003761	GE906530_Past	
OG0003762	isotig09094_Past	
OG0003763	isotig13390_Past	
OG0003764	isotig05835_Past	
OG0003765	isotig13113_Past	
OG0003766	GE911839_Past	
OG0003767	isotig12668_Past	
OG0003768	isotig12810_Past	
OG0003769	isotig04982_Past	
OG0003770	isotig12373_Past	
OG0003771	isotig05137_Past	
OG0003772	isotig10861_Past	
OG0003773	isotig12219_Past	
OG0003774	isotig04593_Past	
OG0003775	GE907797_Past	
OG0003776	isotig05926_Past	
OG0003777	isotig05623_Past	
OG0003778	isotig09333_Past	
OG0003779	isotig11988_Past	
OG0003780	isotig11333_Past	
OG0003781	isotig11442_Past	
OG0003782	isotig07695_Past	
OG0003783	isotig05476_Past	
OG0003784	isotig09537_Past	
OG0003785	isotig10658_Past	
OG0003786	isotig06356_Past	
OG0003787	isotig10886_Past	
OG0003788	isotig03682_Past	
OG0003789	isotig06498_Past	
OG0003790	isotig06156_Past	
OG0003791	isotig04697_Past	
OG0003792	isotig05069_Past	
OG0003793	isotig09133_Past	
OG0003794	isotig00984_Past	
OG0003795	isotig05297_Past	
OG0003796	isotig12516_Past	
OG0003797	isotig03270_Past	
OG0003798	isotig06432_Past	
OG0003799	isotig07184_Past	
OG0003800	isotig08057_Past	
OG0003801	isotig06641_Past	
OG0003802	isotig13225_Past	
OG0003803	isotig11616_Past	
OG0003804	isotig09481_Past	
OG0003805	isotig05232_Past	
OG0003806	isotig12515_Past	
OG0003807	GE905922_Past	
OG0003808	isotig04346_Past	
OG0003809	GE907475_Past	
OG0003810	isotig01282_Past	
OG0003811	isotig07056_Past	
OG0003812	isotig08031_Past	
OG0003813	isotig12922_Past	
OG0003814	isotig08326_Past	
OG0003815	isotig13991_Past	
OG0003816	isotig08619_Past	
OG0003817	GE910148_Past	
OG0003818	GE906431_Past	
OG0003819	isotig09292_Past	
OG0003820	isotig08477_Past	
OG0003821	isotig08079_Past	
OG0003822	isotig13210_Past	
OG0003823	isotig06420_Past	
OG0003824	isotig04538_Past	
OG0003825	isotig09781_Past	
OG0003826	isotig05526_Past	
OG0003827	isotig12199_Past	
OG0003828	isotig04510_Past	
OG0003829	isotig11000_Past	
OG0003830	isotig03407_Past	
OG0003831	isotig03864_Past	
OG0003832	isotig02084_Past	
OG0003833	isotig05954_Past	
OG0003834	isotig05984_Past	
OG0003835	isotig08433_Past	
OG0003836	isotig10708_Past	
OG0003837	isotig10923_Past	
OG0003838	isotig06037_Past	
OG0003839	isotig12192_Past	
OG0003840	GE914860_Past	
OG0003841	GE906616_Past	
OG0003842	isotig06838_Past	
OG0003843	isotig02296_Past	
OG0003844	isotig10912_Past	
OG0003845	isotig11134_Past	
OG0003846	isotig06030_Past	
OG0003847	isotig04709_Past	
OG0003848	GE913556_Past	
OG0003849	isotig08725_Past	
OG0003850	isotig13851_Past	
OG0003851	isotig12675_Past	
OG0003852	isotig09791_Past	
OG0003853	isotig03820_Past	
OG0003854	isotig13492_Past	
OG0003855	isotig00210_Past	
OG0003856	isotig07067_Past	
OG0003857	isotig14171_Past	
OG0003858	isotig11591_Past	
OG0003859	isotig12839_Past	
OG0003860	isotig07265_Past	
OG0003861	isotig06970_Past	
OG0003862	isotig07212_Past	
OG0003863	isotig01978_Past	
OG0003864	isotig09736_Past	
OG0003865	isotig06766_Past	
OG0003866	isotig09820_Past	
OG0003867	isotig04229_Past	
OG0003868	isotig01660_Past	
OG0003869	GE912596_Past	
OG0003870	isotig10515_Past	
OG0003871	isotig10587_Past	
OG0003872	isotig14134_Past	
OG0003873	isotig04543_Past	
OG0003874	isotig13177_Past	
OG0003875	isotig05003_Past	
OG0003876	isotig04383_Past	
OG0003877	isotig01334_Past	
OG0003878	isotig04901_Past	
OG0003879	isotig01208_Past	
OG0003880	isotig12905_Past	
